1,JD,Magnitude
1466,2424020.0,3.6
1467,2424032.0,4.6
1468,2424033.0,4.5
1471,2424118.0,4.5
1472,2427716.0,4.4
1473,2427718.0,3.9
1474,2427719.0,4.2
1490,2427732.0,3.8
1495,2427738.0,3.8
1511,2427754.0,4.6
1514,2427758.0,3.9
1523,2427781.0,4.2
1528,2427799.0,4.4
1529,2427802.0,3.9
1530,2428390.0,3.8
1531,2428391.0,3.8
1532,2431612.0,3.7
1533,2431635.0,3.7
1534,2431636.0,3.8
1535,2431637.0,3.9
1536,2431657.0,3.8
1537,2431664.0,3.8
1538,2431665.0,3.8
1539,2431669.0,4.3
1540,2431673.0,3.8
1541,2431674.0,4.2
1542,2431675.0,4.2
1543,2431676.0,4.3
1544,2431677.0,3.8
1545,2431679.0,3.8
1546,2431683.0,3.9
1547,2431695.0,3.9
1548,2431696.0,4.2
1549,2431697.0,4.3
1550,2431698.0,4.0
1551,2431710.0,4.0
1552,2431711.0,4.1
1553,2431713.0,4.2
1554,2431723.0,3.6
1555,2431730.0,4.0
1556,2431731.0,4.2
1557,2431734.0,3.8
1558,2431735.0,3.7
1559,2431736.0,3.7
1560,2431737.0,4.0
1561,2431738.0,4.1
1562,2431739.0,4.3
1563,2431740.0,4.2
1564,2431741.0,4.2
1565,2431753.0,4.3
1566,2431754.0,4.2
1567,2431756.0,4.2
1568,2431757.0,3.7
1569,2431758.0,4.2
1570,2431761.0,4.3
1571,2431762.0,4.2
1572,2431763.0,4.3
1573,2431764.0,3.4
1574,2431779.0,3.7
1575,2431781.0,4.1
1576,2431782.0,4.3
1577,2431791.0,4.4
1578,2431792.0,4.3
1579,2431793.0,3.7
1580,2431794.0,4.2
1581,2431798.0,4.3
1582,2431799.0,4.3
1583,2431800.0,3.9
1584,2431801.0,3.8
1585,2431802.0,4.0
1586,2431803.0,4.1
1587,2431807.0,4.1
1588,2431808.0,4.3
1589,2431809.0,3.9
1590,2432027.0,4.1
1591,2432029.0,4.7
1592,2432030.0,3.6
1593,2432031.0,4.0
1594,2432032.0,3.8
1595,2432037.0,3.6
1596,2432054.0,4.0
1597,2432056.0,4.2
1598,2432057.0,4.2
1599,2432058.0,4.0
1600,2432059.0,3.7
1601,2432060.0,3.7
1602,2432061.0,3.7
1603,2432064.0,4.1
1604,2432066.0,4.0
1605,2432068.0,4.1
1606,2432076.0,4.1
1607,2432078.0,4.2
1608,2432079.0,4.2
1609,2432080.0,3.7
1610,2432081.0,4.2
1611,2432083.0,4.1
1612,2432087.0,4.0
1613,2432090.0,4.1
1614,2432091.0,4.1
1615,2432093.0,4.3
1616,2432097.0,3.7
1617,2432100.0,4.0
1618,2432102.0,3.7
1619,2432103.0,3.7
1620,2432108.0,4.0
1621,2432110.0,4.0
1622,2432116.0,3.8
1623,2432141.0,4.2
1624,2432142.0,4.0
1625,2432144.0,3.6
1626,2432147.0,4.2
1627,2432317.0,4.0
1628,2432318.0,3.9
1631,2432326.0,3.8
1632,2432327.0,3.9
1633,2432328.0,4.1
1634,2432334.0,4.0
1635,2432335.0,4.0
1636,2432343.0,4.1
1637,2432344.0,4.1
1638,2432345.0,3.8
1639,2432346.0,3.8
1640,2432347.0,3.8
1641,2432348.0,4.0
1642,2432349.0,4.0
1643,2432350.0,4.1
1644,2432351.0,4.1
1645,2432352.0,3.9
1646,2432353.0,3.8
1647,2432354.0,3.8
1648,2432355.0,4.0
1649,2432356.0,4.0
1650,2432357.0,4.2
1651,2432358.0,4.2
1744,2432396.0,3.7
1755,2432399.0,4.1
1909,2432425.0,3.7
2119,2432461.0,3.8
2123,2432463.0,4.2
2157,2432470.0,4.2
2194,2432698.0,3.9
2197,2432701.0,4.3
2198,2432703.0,3.9
2206,2432716.0,4.2
2207,2432717.0,4.2
2222,2432723.0,4.2
2256,2432734.0,3.8
2260,2432736.0,4.0
2284,2432745.0,4.5
2296,2432749.0,3.8
2297,2432750.0,4.0
2321,2432761.0,3.8
2322,2432762.0,3.7
2331,2432765.0,4.3
2332,2432766.0,4.5
2337,2432768.0,4.1
2341,2432770.0,4.0
2377,2432780.0,4.4
2385,2432784.0,3.7
2432,2432800.0,3.7
2433,2432817.0,4.2
2434,2432822.0,3.9
2437,2432825.0,4.0
2440,2432956.0,3.8
2441,2432957.0,3.9
2442,2432965.0,3.8
2443,2432966.0,4.1
2444,2432969.0,4.2
2445,2432972.0,3.8
2446,2432975.0,4.4
2447,2433042.0,3.8
2448,2433085.0,4.0
2451,2433087.0,4.0
2472,2433106.0,3.7
2473,2433107.0,3.9
2482,2433124.0,3.9
2483,2433125.0,4.0
2492,2433130.0,3.9
2510,2433146.0,4.2
2511,2433148.0,4.1
2512,2433150.0,3.8
2513,2433151.0,3.8
2533,2433162.0,4.2
2534,2433172.0,4.0
2558,2433185.0,4.0
2559,2433187.0,4.2
2565,2433191.0,4.5
2570,2433212.0,4.5
2571,2433214.0,4.0
2572,2433215.0,4.1
2573,2433231.0,4.1
2574,2433240.0,4.2
2575,2433241.0,4.2
2576,2433242.0,3.8
2577,2433243.0,4.1
2578,2433245.0,4.2
2579,2433246.0,4.2
2580,2433256.0,4.1
2581,2433349.0,3.8
2582,2433439.0,4.1
2583,2433440.0,4.5
2584,2433441.0,4.5
2585,2433445.0,3.9
2586,2433452.0,3.8
2587,2433453.0,4.1
2588,2433454.0,4.3
2589,2433455.0,4.5
2593,2433465.0,3.8
2594,2433518.0,4.1
2598,2433528.0,4.4
2604,2434160.0,4.0
2605,2434161.0,3.7
2608,2434163.0,3.9
2609,2434164.0,4.1
2610,2434177.0,4.0
2619,2434188.0,4.3
2654,2434216.0,4.3
2661,2434220.0,3.8
2675,2434225.0,3.7
2676,2434226.0,3.8
2677,2434227.0,3.8
2678,2434228.0,3.9
2679,2434229.0,4.0
2680,2434230.0,4.1
2683,2434232.0,3.8
2684,2434233.0,3.7
2685,2434234.0,3.9
2686,2434235.0,3.8
2699,2434240.0,3.7
2727,2434248.0,3.8
2728,2434249.0,3.9
2729,2434250.0,4.0
2732,2434252.0,4.4
2733,2434253.0,4.3
2734,2434254.0,3.8
2735,2434255.0,3.7
2736,2434256.0,3.8
2737,2434257.0,4.0
2738,2434258.0,4.2
2739,2434259.0,4.2
2740,2434260.0,4.2
2741,2434618.0,4.4
2742,2434619.0,4.1
2743,2434620.0,3.5
2744,2434621.0,3.6
2753,2434626.0,4.2
2762,2434631.0,4.2
2763,2434633.0,4.2
2766,2434637.0,3.8
2767,2434643.0,3.7
2772,2434652.0,4.0
2775,2434654.0,4.6
2776,2434655.0,3.9
2777,2434656.0,3.7
2778,2434658.0,3.7
2783,2434661.0,4.3
2784,2434664.0,3.9
2785,2434666.0,4.3
2786,2434668.0,3.9
2787,2434671.0,3.6
2788,2434676.0,4.3
2789,2434680.0,3.8
2790,2434692.0,3.6
2791,2434693.0,3.8
2792,2434694.0,3.7
2793,2434696.0,4.4
2794,2434708.0,3.7
2795,2434920.0,4.1
2796,2434922.0,3.7
2797,2434924.0,3.9
2798,2434928.0,4.0
2799,2434929.0,3.8
2800,2434930.0,3.7
2801,2434938.0,3.7
2802,2434942.0,4.0
2803,2434944.0,3.7
2804,2434945.0,4.0
2805,2434948.0,4.3
2806,2434949.0,4.1
2807,2434951.0,3.6
2808,2434953.0,3.9
2809,2434955.0,4.2
2810,2434956.0,4.1
2811,2434957.0,3.7
2812,2434958.0,3.6
2813,2434960.0,4.0
2814,2434961.0,4.1
2815,2434964.0,3.8
2816,2434968.0,4.1
2817,2434972.0,3.7
2818,2434973.0,3.9
2819,2434974.0,3.7
2820,2434975.0,4.1
2825,2434985.0,4.1
2828,2434987.0,3.7
2829,2434990.0,4.3
2830,2434992.0,4.2
2831,2435002.0,3.8
2832,2435003.0,3.9
2835,2435005.0,4.4
2836,2435006.0,4.5
2837,2435007.0,3.8
2838,2435009.0,3.7
2842,2435012.0,4.1
2847,2435017.0,3.7
2850,2435029.0,3.7
2865,2435046.0,3.9
2866,2435051.0,3.7
2867,2435052.0,4.0
2868,2435061.0,3.7
2875,2435068.0,4.2
2876,2435093.0,3.9
2923,2435722.0,4.3
2924,2435724.0,4.5
2925,2435725.0,4.3
2926,2435728.0,3.7
2927,2435729.0,4.5
2928,2435739.0,3.9
2929,2435740.0,4.1
2930,2435743.0,4.3
2931,2435744.0,4.4
2932,2435745.0,4.5
2933,2435746.0,4.4
2934,2435748.0,4.3
2935,2435749.0,4.3
2936,2435755.0,3.7
2937,2435756.0,3.8
2938,2435758.0,4.7
2939,2436030.0,3.9
2940,2436035.0,3.7
2946,2436041.0,3.7
2947,2436042.0,3.8
2964,2436050.0,3.8
2972,2436053.0,4.3
2975,2436055.0,3.8
2978,2436057.0,3.9
2979,2436058.0,4.0
2980,2436061.0,4.1
2983,2436064.0,3.9
2984,2436065.0,3.9
2985,2436066.0,4.3
2986,2436067.0,4.2
2987,2436068.0,4.4
2997,2436073.0,4.1
3001,2436075.0,4.4
3002,2436076.0,3.8
3012,2436081.0,4.3
3013,2436082.0,4.4
3014,2436083.0,4.1
3015,2436094.0,4.2
3016,2436097.0,3.7
3017,2436113.0,4.0
3018,2436140.0,4.1
3019,2436752.0,3.4
3020,2436753.0,3.6
3021,2436760.0,3.8
3027,2436763.0,4.0
3028,2436764.0,4.1
3032,2436766.0,3.7
3038,2436769.0,4.0
3054,2436776.0,4.3
3067,2436780.0,4.0
3108,2436791.0,4.0
3123,2436797.0,4.0
3124,2436798.0,4.1
3125,2436799.0,4.3
3157,2436809.0,3.7
3182,2436815.0,4.4
3183,2436816.0,3.9
3220,2436832.0,3.7
3235,2436837.0,4.1
3265,2436844.0,4.1
3266,2436845.0,3.8
3267,2436846.0,3.6
3268,2436847.0,4.0
3277,2436851.0,4.1
3278,2436852.0,3.9
3300,2436861.0,3.8
3301,2436862.0,3.5
3302,2436863.0,4.0
3310,2436867.0,3.7
3316,2436870.0,3.9
3317,2436871.0,4.2
3320,2436873.0,4.0
3331,2436882.0,3.7
3332,2436889.0,3.7
3333,2436891.0,4.1
3334,2436892.0,4.3
3339,2436896.0,3.6
3340,2436899.0,3.9
3341,2436902.0,3.9
3342,2437018.0,4.0
3345,2437022.0,4.0
3346,2437041.0,3.9
3347,2437042.0,4.1
3348,2437048.0,3.8
3349,2437049.0,3.9
3350,2437050.0,3.3
3351,2437051.0,3.6
3352,2437053.0,3.7
3353,2437054.0,3.5
3354,2437057.0,3.8
3357,2437063.0,3.9
3358,2437068.0,3.5
3359,2437077.0,4.1
3360,2437079.0,4.4
3364,2437108.0,4.1
3367,2437110.0,3.9
3371,2437112.0,3.8
3372,2437113.0,3.9
3390,2437127.0,4.3
3401,2437135.0,4.0
3402,2437136.0,4.2
3403,2437137.0,4.1
3412,2437142.0,4.1
3415,2437146.0,4.2
3426,2437154.0,3.9
3429,2437156.0,4.0
3432,2437160.0,4.1
3433,2437161.0,3.8
3434,2437162.0,3.9
3435,2437163.0,4.0
3436,2437164.0,4.1
3437,2437165.0,4.4
3438,2437166.0,4.3
3456,2437175.0,4.1
3461,2437178.0,4.1
3462,2437179.0,4.1
3463,2437180.0,4.3
3464,2437182.0,3.9
3465,2437183.0,3.7
3466,2437184.0,4.0
3467,2437187.0,4.3
3470,2437192.0,3.9
3473,2437195.0,4.2
3474,2437197.0,3.7
3478,2437199.0,4.0
3479,2437200.0,4.2
3482,2437204.0,3.8
3486,2437206.0,4.1
3508,2437219.0,3.8
3512,2437221.0,4.0
3513,2437222.0,3.8
3519,2437225.0,4.2
3520,2437230.0,4.1
3521,2437231.0,4.2
3525,2437235.0,4.1
3534,2437244.0,4.2
3535,2437245.0,4.3
3536,2437246.0,4.3
3537,2437250.0,4.0
3538,2437252.0,4.1
3539,2437253.0,4.3
3540,2437257.0,4.0
3541,2437258.0,4.0
3542,2437402.0,4.2
3543,2437405.0,4.0
3544,2437434.0,3.7
3545,2437435.0,3.8
3546,2437436.0,3.9
3547,2437438.0,4.1
3548,2437440.0,4.4
3551,2437442.0,3.4
3552,2437458.0,4.0
3555,2437464.0,4.0
3556,2437465.0,3.9
3557,2437467.0,4.2
3558,2437468.0,4.3
3559,2437469.0,4.0
3560,2437470.0,3.7
3561,2437471.0,3.8
3562,2437473.0,3.8
3563,2437481.0,4.5
3571,2437486.0,3.9
3572,2437487.0,4.0
3573,2437488.0,4.2
3574,2437489.0,4.2
3575,2437491.0,3.7
3576,2437492.0,3.6
3577,2437493.0,4.1
3580,2437497.0,4.4
3581,2437498.0,3.7
3582,2437503.0,4.2
3583,2437507.0,3.9
3584,2437510.0,4.5
3585,2437512.0,4.0
3586,2437513.0,4.1
3596,2437520.0,4.0
3604,2437540.0,4.5
3611,2437556.0,3.7
3612,2437571.0,4.0
3613,2437574.0,4.3
3614,2437579.0,3.7
3620,2437583.0,4.2
3623,2437608.0,3.8
3624,2437610.0,4.0
3625,2437614.0,3.9
3626,2437616.0,4.0
3627,2437624.0,3.7
3628,2437778.0,3.7
3629,2437779.0,3.7
3630,2437780.0,4.2
3631,2437786.0,4.2
3632,2437787.0,4.0
3633,2437818.0,4.1
3636,2437820.0,4.1
3640,2437825.0,3.8
3644,2437829.0,3.8
3649,2437832.0,4.0
3652,2437835.0,4.4
3655,2437843.0,4.2
3662,2437847.0,3.7
3663,2437849.0,4.0
3668,2437852.0,3.7
3669,2437853.0,4.5
3670,2437854.0,4.5
3671,2437855.0,4.0
3672,2437856.0,4.2
3682,2437860.0,4.1
3683,2437861.0,3.8
3684,2437862.0,4.0
3685,2437864.0,3.8
3690,2437867.0,4.2
3695,2437869.0,4.1
3696,2437870.0,4.1
3697,2437871.0,4.0
3723,2437881.0,4.1
3724,2437882.0,4.3
3742,2437889.0,3.1
3746,2437893.0,3.7
3750,2437895.0,4.0
3756,2437898.0,3.8
3757,2437899.0,4.6
3766,2437903.0,4.0
3795,2437920.0,4.2
3796,2437921.0,4.4
3797,2437924.0,3.8
3798,2437926.0,4.1
3801,2437929.0,4.2
3802,2437930.0,4.0
3803,2437932.0,4.0
3804,2437934.0,4.1
3809,2437938.0,4.2
3810,2437939.0,4.3
3811,2437942.0,4.4
3812,2437943.0,3.7
3813,2437944.0,4.5
3814,2437945.0,3.9
3820,2437950.0,4.6
3821,2437953.0,4.0
3822,2437954.0,4.0
3823,2437955.0,4.0
3824,2437956.0,4.3
3825,2437958.0,3.9
3829,2437960.0,3.6
3832,2437963.0,3.9
3833,2437964.0,4.2
3840,2437970.0,4.2
3841,2437972.0,3.7
3844,2437978.0,4.2
3847,2437982.0,3.8
3848,2437994.0,3.6
3849,2438198.0,4.1
3850,2438199.0,4.2
3851,2438200.0,4.2
3852,2438202.0,3.4
3853,2438204.0,4.0
3854,2438209.0,3.6
3855,2438213.0,4.4
3856,2438216.0,3.7
3857,2438217.0,3.8
3858,2438221.0,4.3
3859,2438223.0,3.9
3860,2438225.0,3.7
3861,2438226.0,4.0
3862,2438227.0,4.1
3865,2438229.0,4.3
3866,2438230.0,4.4
3867,2438231.0,3.7
3868,2438233.0,3.9
3879,2438237.0,4.3
3882,2438239.0,3.8
3883,2438242.0,4.4
3884,2438243.0,4.4
3885,2438244.0,4.1
3886,2438246.0,3.8
3887,2438247.0,3.7
3888,2438249.0,4.3
3889,2438250.0,4.4
3890,2438254.0,3.9
3893,2438257.0,4.3
3896,2438260.0,3.7
3897,2438261.0,3.9
3898,2438262.0,4.0
3899,2438266.0,3.9
3900,2438267.0,3.7
3903,2438270.0,4.0
3904,2438274.0,3.7
3905,2438275.0,3.9
3906,2438277.0,4.2
3909,2438280.0,3.9
3910,2438281.0,3.7
3916,2438284.0,3.6
3919,2438286.0,4.4
3922,2438288.0,4.0
3929,2438292.0,4.1
3932,2438294.0,4.2
3933,2438295.0,3.7
3934,2438296.0,3.7
3935,2438297.0,3.8
3936,2438298.0,4.0
3937,2438299.0,4.1
3938,2438300.0,4.3
3939,2438301.0,4.2
3940,2438302.0,3.8
3941,2438303.0,3.7
3944,2438305.0,3.9
3947,2438307.0,4.3
3955,2438311.0,3.8
3960,2438314.0,4.3
3964,2438317.0,3.6
3969,2438319.0,3.9
3972,2438321.0,4.1
3973,2438322.0,4.2
3976,2438325.0,3.7
3977,2438327.0,4.1
3978,2438329.0,4.2
3979,2438330.0,4.1
3980,2438331.0,3.7
3981,2438332.0,3.8
3982,2438338.0,4.5
3983,2438346.0,3.9
3984,2438358.0,4.2
3985,2438360.0,3.7
3986,2438364.0,4.1
3989,2438368.0,3.8
3990,2438369.0,3.9
3991,2438372.0,4.2
3992,2438373.0,4.2
3993,2438377.0,4.0
3994,2438378.0,4.1
3995,2438379.0,4.2
3996,2438381.0,3.9
3997,2438382.0,3.8
3998,2438383.0,3.9
3999,2438385.0,4.0
4000,2438387.0,4.1
4001,2438388.0,4.0
4002,2438389.0,3.6
4003,2438390.0,3.9
4004,2438575.0,3.7
4005,2438576.0,3.8
4006,2438577.0,3.9
4007,2438578.0,4.1
4008,2438581.0,4.1
4009,2438582.0,3.7
4010,2438583.0,3.6
4011,2438584.0,3.8
4012,2438591.0,3.8
4013,2438592.0,4.0
4014,2438600.0,4.1
4015,2438607.0,4.2
4016,2438611.0,3.6
4017,2438613.0,3.8
4018,2438614.0,4.1
4019,2438615.0,4.1
4020,2438617.0,4.1
4021,2438618.0,3.7
4024,2438639.0,4.0
4027,2438642.0,4.0
4028,2438643.0,4.2
4029,2438644.0,4.1
4032,2438646.0,4.1
4035,2438655.0,3.8
4036,2438656.0,3.8
4037,2438657.0,4.0
4038,2438658.0,4.1
4039,2438660.0,4.1
4040,2438666.0,4.3
4041,2438667.0,4.2
4042,2438668.0,3.8
4043,2438669.0,3.6
4044,2438670.0,3.9
4045,2438671.0,3.8
4046,2438672.0,4.1
4047,2438675.0,3.9
4048,2438677.0,3.9
4049,2438678.0,3.8
4050,2438679.0,4.1
4051,2438680.0,4.2
4052,2438681.0,4.3
4053,2438682.0,4.0
4054,2438683.0,3.6
4055,2438684.0,3.8
4056,2438685.0,3.8
4057,2438686.0,4.1
4058,2438689.0,4.0
4059,2438691.0,3.9
4060,2438693.0,4.0
4061,2438694.0,4.1
4062,2438695.0,4.2
4063,2438696.0,4.1
4064,2438698.0,3.8
4065,2438700.0,3.9
4066,2438701.0,4.1
4067,2438702.0,4.2
4068,2438703.0,4.2
4069,2438704.0,3.6
4070,2438705.0,3.6
4071,2438706.0,3.8
4072,2438707.0,3.9
4073,2438712.0,3.8
4074,2438713.0,3.9
4075,2438714.0,3.8
4076,2438715.0,4.0
4077,2438718.0,3.9
4078,2438719.0,3.8
4079,2438721.0,3.9
4080,2438723.0,4.1
4081,2438724.0,4.3
4082,2438725.0,4.1
4083,2438726.0,3.8
4084,2438727.0,3.8
4085,2438728.0,3.9
4086,2438730.0,4.0
4087,2438731.0,4.2
4088,2438737.0,4.1
4089,2438740.0,3.7
4090,2438742.0,3.9
4093,2438745.0,4.0
4094,2438748.0,3.7
4095,2438751.0,4.1
4096,2438887.0,4.2
4097,2438895.0,4.1
4098,2438905.0,3.8
4099,2438906.0,3.7
4100,2438914.0,4.0
4101,2438915.0,4.1
4102,2438916.0,4.2
4103,2438918.0,4.3
4104,2438919.0,3.9
4105,2438920.0,3.7
4106,2438922.0,4.1
4107,2438924.0,4.1
4108,2438927.0,3.7
4109,2438928.0,4.0
4110,2438929.0,4.0
4111,2438932.0,4.2
4112,2438934.0,3.8
4113,2438936.0,4.2
4114,2438937.0,4.3
4115,2438940.0,4.7
4116,2438941.0,3.8
4117,2438942.0,4.0
4118,2438943.0,4.2
4119,2438944.0,4.2
4120,2438946.0,4.3
4121,2438948.0,3.8
4122,2438949.0,3.8
4123,2438957.0,4.0
4124,2438958.0,4.1
4125,2438960.0,4.5
4126,2438969.0,4.0
4136,2438974.0,4.2
4145,2438981.0,4.4
4146,2438984.0,3.6
4147,2438985.0,3.8
4150,2438987.0,3.8
4151,2438988.0,4.2
4171,2438995.0,4.3
4172,2438996.0,4.3
4177,2438999.0,4.2
4178,2439000.0,3.8
4188,2439004.0,4.0
4197,2439008.0,4.1
4212,2439014.0,4.0
4218,2439017.0,3.8
4247,2439028.0,3.8
4248,2439029.0,3.8
4255,2439031.0,4.2
4260,2439033.0,3.9
4264,2439035.0,3.7
4268,2439037.0,3.8
4273,2439041.0,3.8
4274,2439042.0,3.9
4277,2439045.0,4.4
4281,2439047.0,4.2
4285,2439049.0,3.7
4299,2439055.0,3.8
4300,2439056.0,3.5
4301,2439057.0,3.7
4316,2439066.0,4.2
4317,2439068.0,4.0
4318,2439069.0,4.0
4319,2439071.0,4.0
4322,2439077.0,3.6
4323,2439078.0,3.8
4324,2439079.0,3.8
4328,2439081.0,4.1
4329,2439088.0,4.1
4330,2439089.0,4.5
4331,2439091.0,3.6
4332,2439092.0,3.7
4333,2439129.0,3.8
4334,2439242.0,3.6
4335,2439243.0,3.5
4336,2439281.0,3.6
4337,2439282.0,3.7
4338,2439283.0,4.2
4341,2439295.0,4.1
4342,2439296.0,4.2
4343,2439301.0,3.7
4344,2439302.0,3.8
4345,2439306.0,4.0
4348,2439313.0,4.1
4349,2439316.0,4.4
4350,2439318.0,4.2
4362,2439325.0,4.1
4371,2439329.0,3.7
4382,2439334.0,4.5
4385,2439337.0,3.7
4386,2439339.0,3.9
4387,2439341.0,3.7
4412,2439349.0,4.0
4413,2439351.0,3.8
4592,2439391.0,4.2
4626,2439395.0,3.6
4633,2439397.0,3.8
4836,2439433.0,4.0
4861,2439443.0,3.9
4866,2439445.0,4.1
4871,2439447.0,3.8
4875,2439449.0,3.9
4886,2439453.0,4.2
4890,2439455.0,4.1
4894,2439472.0,3.7
4897,2439475.0,4.0
4898,2439600.0,4.5
4901,2439691.0,4.4
4902,2439695.0,3.8
4903,2439700.0,4.4
4904,2439702.0,3.5
4909,2439707.0,4.5
4910,2439708.0,3.9
4911,2439709.0,3.7
4912,2439714.0,4.4
4913,2439715.0,4.2
4914,2439716.0,3.7
4915,2439718.0,4.1
4916,2439719.0,4.0
4917,2439722.0,4.4
4922,2439731.0,4.4
4923,2439732.0,4.2
4924,2439735.0,4.3
4925,2439739.0,4.0
4928,2439742.0,3.9
4929,2439746.0,3.7
4930,2439748.0,3.9
4935,2439760.0,3.8
4936,2439769.0,4.2
4937,2439770.0,4.4
4938,2439771.0,4.5
4941,2439788.0,3.6
4942,2439821.0,4.5
4943,2439849.0,4.3
4944,2440028.0,5.0
4945,2440038.0,3.7
4946,2440040.0,3.6
4947,2440041.0,3.7
4948,2440046.0,3.8
4949,2440048.0,3.9
4950,2440051.0,4.3
4951,2440054.0,3.7
4952,2440055.0,3.9
4953,2440061.0,3.7
4954,2440066.0,4.5
4955,2440067.0,4.3
4956,2440068.0,3.7
4959,2440071.0,4.3
4960,2440073.0,4.4
4961,2440074.0,3.7
4962,2440079.0,4.4
4963,2440081.0,3.9
4964,2440083.0,4.0
4965,2440084.0,3.9
4966,2440088.0,4.3
4967,2440089.0,3.8
4968,2440090.0,4.5
4971,2440097.0,3.8
4974,2440109.0,4.5
4975,2440110.0,4.3
4976,2440111.0,3.9
4977,2440113.0,3.7
4978,2440114.0,3.9
4979,2440123.0,4.4
4980,2440125.0,3.6
4983,2440127.0,3.8
4984,2440129.0,4.6
4985,2440146.0,3.6
4986,2440149.0,3.2
4987,2440178.0,3.8
4988,2440184.0,3.7
4989,2440185.0,3.8
4990,2440188.0,4.4
4991,2440189.0,3.8
4992,2440202.0,4.3
4993,2440306.0,4.1
4994,2440319.0,3.4
4999,2440326.0,4.5
5000,2440327.0,3.8
5001,2440334.0,3.9
5002,2440338.0,4.4
5003,2440339.0,4.0
5004,2440340.0,3.7
5005,2440350.0,4.0
5008,2440362.0,3.9
5009,2440363.0,4.0
5010,2440365.0,4.5
5011,2440367.0,4.6
5012,2440371.0,4.1
5013,2440372.0,4.7
5014,2440380.0,4.1
5015,2440381.0,3.7
5016,2440383.0,3.7
5017,2440384.0,3.9
5018,2440385.0,4.3
5019,2440390.0,3.9
5020,2440402.0,4.5
5023,2440406.0,4.5
5026,2440411.0,3.7
5027,2440412.0,3.8
5028,2440414.0,4.2
5029,2440415.0,4.1
5030,2440416.0,4.2
5031,2440417.0,4.5
5036,2440419.0,3.7
5037,2440420.0,4.6
5038,2440421.0,3.0
5042,2440424.0,4.4
5043,2440426.0,3.7
5044,2440428.0,3.6
5047,2440433.0,3.8
5050,2440435.0,4.1
5051,2440436.0,3.8
5052,2440437.0,4.1
5053,2440438.0,4.3
5054,2440441.0,3.8
5055,2440442.0,3.9
5056,2440443.0,4.1
5059,2440445.0,4.4
5060,2440446.0,4.6
5061,2440447.0,3.8
5062,2440449.0,3.7
5063,2440451.0,4.1
5064,2440463.0,3.8
5065,2440466.0,4.2
5066,2440467.0,4.4
5067,2440468.0,3.9
5068,2440469.0,3.6
5074,2440473.0,4.2
5075,2440474.0,4.0
5076,2440475.0,4.2
5077,2440476.0,4.4
5078,2440477.0,3.8
5079,2440478.0,3.9
5080,2440482.0,4.1
5081,2440484.0,3.8
5082,2440489.0,4.3
5083,2440492.0,3.8
5084,2440493.0,4.0
5085,2440497.0,4.2
5086,2440500.0,4.0
5087,2440501.0,4.2
5088,2440508.0,4.0
5089,2440509.0,4.4
5090,2440513.0,3.7
5091,2440521.0,3.9
5092,2440524.0,4.5
5093,2440531.0,3.8
5094,2440532.0,4.0
5095,2440536.0,4.0
5096,2440537.0,3.9
5097,2440538.0,3.8
5098,2440541.0,3.7
5099,2440546.0,4.4
5100,2440555.0,3.7
5101,2440557.0,4.3
5102,2440559.0,4.1
5103,2440560.0,4.4
5104,2440569.0,4.7
5105,2440661.0,4.6
5106,2440679.0,3.8
5107,2440681.0,4.2
5108,2440683.0,4.3
5109,2440687.0,3.9
5110,2440693.0,3.8
5111,2440694.0,3.9
5112,2440700.0,3.8
5113,2440705.0,4.3
5117,2440710.0,4.0
5118,2440716.0,4.0
5119,2440722.0,3.7
5122,2440731.0,4.1
5123,2440732.0,4.4
5124,2440740.0,4.4
5125,2440743.0,3.9
5126,2440744.0,3.9
5129,2440746.0,4.2
5130,2440748.0,4.4
5131,2440749.0,3.8
5132,2440750.0,3.8
5133,2440751.0,4.0
5134,2440753.0,4.5
5135,2440755.0,3.9
5136,2440756.0,4.1
5137,2440758.0,3.9
5142,2440761.0,4.3
5149,2440773.0,4.4
5150,2440774.0,4.5
5151,2440775.0,4.2
5152,2440776.0,4.3
5155,2440780.0,4.0
5156,2440781.0,4.2
5159,2440786.0,3.8
5160,2440788.0,3.7
5161,2440789.0,4.0
5162,2440790.0,4.1
5169,2440797.0,4.4
5170,2440805.0,4.3
5171,2440806.0,3.9
5172,2440810.0,3.9
5173,2440811.0,4.5
5174,2440812.0,4.2
5175,2440813.0,3.9
5176,2440814.0,3.7
5177,2440817.0,4.5
5178,2440818.0,4.7
5179,2440823.0,3.9
5180,2440825.0,3.8
5181,2440826.0,4.4
5182,2440827.0,4.6
5183,2440828.0,3.7
5184,2440829.0,3.8
5185,2440830.0,4.1
5186,2440831.0,4.0
5187,2440832.0,4.2
5188,2440835.0,3.6
5189,2440836.0,3.7
5190,2440837.0,3.8
5191,2440838.0,3.8
5192,2440839.0,4.0
5193,2440845.0,4.0
5194,2440848.0,4.2
5195,2440851.0,3.7
5196,2440852.0,3.8
5197,2440853.0,4.0
5198,2440856.0,3.8
5199,2440858.0,3.8
5200,2440859.0,3.8
5201,2440862.0,4.2
5202,2441074.0,3.8
5203,2441093.0,4.1
5204,2441127.0,4.4
5205,2441134.0,4.1
5206,2441137.0,3.7
5207,2441138.0,3.9
5208,2441139.0,3.9
5211,2441141.0,4.5
5212,2441142.0,4.6
5213,2441146.0,3.9
5216,2441149.0,4.3
5217,2441150.0,4.0
5218,2441151.0,3.6
5219,2441153.0,3.8
5220,2441154.0,4.0
5221,2441158.0,3.8
