1,JD,Magnitude
5222,2441160.0,3.9
5223,2441161.0,4.0
5224,2441163.0,4.5
5229,2441169.0,3.8
5230,2441174.0,3.8
5231,2441178.0,4.3
5249,2441186.0,3.8
5261,2441191.0,4.4
5262,2441192.0,4.0
5267,2441195.0,4.0
5270,2441199.0,4.0
5271,2441200.0,4.1
5277,2441203.0,3.7
5280,2441209.0,3.9
5281,2441210.0,3.7
5282,2441211.0,3.8
5283,2441212.0,4.1
5286,2441215.0,4.5
5287,2441217.0,4.0
5288,2441218.0,3.8
5289,2441222.0,3.7
5292,2441228.0,3.4
5293,2441230.0,3.3
5294,2441231.0,3.7
5295,2441235.0,4.3
5296,2441238.0,3.7
5297,2441240.0,4.0
5298,2441249.0,4.1
5299,2441250.0,4.1
5302,2441255.0,4.3
5303,2441261.0,3.9
5304,2441262.0,4.1
5305,2441264.0,4.3
5306,2441265.0,4.1
5307,2441267.0,3.8
5308,2441272.0,4.2
5309,2441274.0,3.8
5310,2441275.0,3.6
5311,2441279.0,4.6
5312,2441286.0,4.7
5313,2441287.0,4.5
5314,2441292.0,4.3
5315,2441295.0,3.8
5316,2441296.0,4.8
5317,2441484.0,4.4
5318,2441485.0,4.4
5319,2441488.0,4.4
5320,2441499.0,3.9
5321,2441511.0,3.8
5322,2441512.0,3.8
5323,2441515.0,4.3
5324,2441517.0,3.9
5325,2441518.0,3.8
5326,2441519.0,4.1
5327,2441520.0,4.2
5328,2441524.0,3.7
5329,2441525.0,4.0
5330,2441531.0,3.9
5334,2441534.0,3.7
5335,2441535.0,4.3
5336,2441536.0,4.3
5341,2441539.0,3.8
5342,2441540.0,3.6
5343,2441544.0,4.5
5344,2441545.0,4.1
5348,2441549.0,4.3
5351,2441551.0,4.2
5352,2441554.0,3.6
5361,2441563.0,3.7
5362,2441564.0,4.3
5370,2441567.0,4.0
5379,2441571.0,4.7
5399,2441579.0,3.8
5400,2441583.0,4.2
5401,2441584.0,4.3
5404,2441586.0,4.0
5409,2441591.0,3.7
5412,2441593.0,4.2
5413,2441594.0,4.2
5451,2441608.0,4.5
5452,2441609.0,4.5
5465,2441615.0,4.3
5469,2441617.0,4.2
5472,2441619.0,4.9
5473,2441620.0,3.7
5486,2441627.0,4.0
5489,2441631.0,4.4
5497,2441639.0,4.0
5498,2441640.0,4.6
5499,2441641.0,3.8
5500,2441642.0,4.0
5501,2441646.0,3.8
5502,2441647.0,3.6
5503,2441649.0,4.4
5506,2441651.0,3.4
5507,2441652.0,4.4
5508,2441655.0,3.7
5509,2441656.0,3.7
5510,2441659.0,4.4
5511,2441660.0,3.9
5515,2441663.0,3.9
5516,2441664.0,3.8
5517,2441852.0,4.2
5518,2441855.0,3.7
5519,2441856.0,4.0
5520,2441858.0,4.4
5521,2441859.0,4.4
5522,2441865.0,3.8
5523,2441866.0,4.2
5524,2441868.0,4.5
5525,2441869.0,3.8
5526,2441870.0,3.9
5527,2441871.0,4.0
5528,2441872.0,4.3
5529,2441873.0,4.4
5530,2441880.0,4.1
5531,2441886.0,4.1
5532,2441887.0,3.9
5533,2441888.0,4.2
5536,2441890.0,4.0
5539,2441892.0,4.1
5548,2441896.0,4.3
5549,2441897.0,4.1
5550,2441899.0,3.6
5551,2441900.0,3.8
5558,2441905.0,3.7
5570,2441911.0,4.1
5571,2441912.0,3.7
5572,2441913.0,3.7
5573,2441914.0,3.9
5574,2441917.0,4.1
5579,2441920.0,3.7
5590,2441925.0,4.4
5591,2441926.0,3.7
5598,2441931.0,4.2
5599,2441932.0,4.2
5609,2441937.0,4.1
5614,2441941.0,3.8
5615,2441942.0,4.1
5616,2441943.0,4.2
5617,2441944.0,4.0
5618,2441945.0,4.6
5619,2441946.0,4.1
5620,2441947.0,4.5
5621,2441948.0,3.6
5622,2441950.0,3.9
5630,2441954.0,4.5
5631,2441955.0,3.8
5632,2441956.0,3.7
5636,2441958.0,3.9
5637,2441959.0,4.1
5638,2441960.0,4.2
5639,2441963.0,3.6
5640,2441964.0,3.8
5641,2441966.0,4.2
5642,2441967.0,4.4
5647,2441973.0,4.3
5652,2441978.0,3.6
5653,2441979.0,4.6
5654,2441980.0,4.1
5655,2441981.0,4.4
5663,2441985.0,3.7
5670,2441996.0,4.5
5671,2442000.0,3.7
5672,2442001.0,3.8
5678,2442004.0,4.2
5679,2442005.0,3.7
5684,2442008.0,4.2
5689,2442016.0,3.9
5692,2442026.0,4.2
5693,2442036.0,4.1
5694,2442048.0,3.7
5695,2442115.0,3.9
5696,2442119.0,4.1
5697,2442121.0,3.7
5698,2442125.0,4.5
5699,2442126.0,4.4
5700,2442128.0,3.7
5701,2442143.0,3.7
5702,2442147.0,4.5
5703,2442148.0,4.2
5704,2442150.0,3.7
5705,2442153.0,4.6
5706,2442193.0,3.5
5707,2442218.0,4.4
5708,2442219.0,4.4
5714,2442222.0,3.8
5715,2442223.0,3.7
5726,2442227.0,4.5
5727,2442228.0,3.7
5736,2442234.0,4.1
5739,2442236.0,3.8
5828,2442263.0,3.5
5838,2442267.0,4.3
5839,2442268.0,4.6
5840,2442269.0,4.6
5906,2442285.0,4.0
5911,2442287.0,3.7
5912,2442288.0,4.1
5915,2442290.0,4.6
5916,2442291.0,4.7
5943,2442301.0,3.6
5954,2442305.0,4.5
5982,2442315.0,3.8
5985,2442317.0,4.0
6027,2442333.0,4.2
6037,2442338.0,4.0
6045,2442341.0,4.5
6067,2442354.0,4.5
6079,2442363.0,4.3
6080,2442364.0,3.8
6084,2442367.0,4.1
6085,2442368.0,4.5
6086,2442369.0,4.3
6094,2442375.0,4.0
6095,2442377.0,4.1
6096,2442379.0,4.0
6097,2442381.0,4.2
6098,2442385.0,4.4
6099,2442386.0,3.8
6105,2442390.0,4.2
6106,2442391.0,4.4
6107,2442392.0,4.3
6110,2442394.0,3.6
6111,2442395.0,3.8
6114,2442398.0,4.5
6115,2442409.0,4.0
6116,2442500.0,4.1
6117,2442586.0,4.0
6118,2442592.0,4.3
6119,2442593.0,4.2
6122,2442596.0,3.7
6123,2442597.0,4.1
6126,2442600.0,4.2
6129,2442602.0,3.7
6130,2442603.0,3.8
6133,2442605.0,4.1
6138,2442609.0,4.0
6141,2442611.0,4.1
6142,2442612.0,4.1
6143,2442613.0,4.2
6144,2442614.0,4.1
6145,2442615.0,3.9
6148,2442618.0,3.9
6151,2442621.0,4.1
6155,2442623.0,3.7
6158,2442625.0,3.9
6167,2442631.0,3.8
6175,2442635.0,4.3
6176,2442636.0,4.0
6179,2442639.0,3.8
6180,2442640.0,3.8
6185,2442643.0,3.6
6186,2442644.0,4.1
6187,2442645.0,3.9
6188,2442650.0,4.4
6199,2442655.0,4.6
6202,2442657.0,4.0
6206,2442659.0,3.6
6207,2442660.0,4.0
6208,2442662.0,4.1
6227,2442674.0,3.6
6228,2442676.0,4.1
6229,2442678.0,4.3
6230,2442680.0,3.8
6231,2442681.0,3.5
6232,2442682.0,3.5
6233,2442683.0,4.1
6236,2442685.0,4.3
6237,2442686.0,3.8
6238,2442688.0,3.8
6239,2442690.0,3.8
6240,2442691.0,4.1
6245,2442695.0,3.7
6248,2442699.0,4.3
6249,2442700.0,4.1
6250,2442701.0,3.8
6251,2442702.0,4.0
6254,2442708.0,3.7
6255,2442709.0,3.8
6256,2442712.0,4.2
6259,2442717.0,3.7
6260,2442719.0,4.1
6261,2442721.0,4.4
6262,2442727.0,4.4
6263,2442728.0,4.2
6264,2442729.0,4.0
6267,2442734.0,4.2
6268,2442735.0,4.3
6269,2442736.0,4.1
6270,2442739.0,3.8
6273,2442748.0,4.2
6274,2442751.0,3.7
6275,2442753.0,4.0
6276,2442768.0,4.0
6277,2442775.0,3.9
6278,2442777.0,4.1
6279,2442779.0,4.1
6280,2442783.0,4.4
6281,2442938.0,4.1
6282,2442947.0,4.0
6287,2442957.0,4.9
6296,2442962.0,4.0
6297,2442963.0,4.2
6301,2442965.0,4.6
6305,2442967.0,3.8
6310,2442977.0,3.9
6311,2442978.0,4.4
6312,2442980.0,3.9
6313,2442982.0,4.0
6314,2442983.0,3.9
6318,2442990.0,4.1
6319,2442991.0,4.2
6323,2442994.0,4.4
6324,2442995.0,4.1
6325,2442996.0,3.8
6326,2442997.0,3.9
6327,2443000.0,4.4
6332,2443004.0,3.9
6368,2443017.0,3.5
6374,2443020.0,4.2
6377,2443024.0,3.8
6378,2443025.0,3.8
6379,2443026.0,4.0
6380,2443027.0,4.4
6381,2443028.0,4.2
6384,2443033.0,3.7
6387,2443035.0,3.8
6388,2443040.0,3.8
6393,2443047.0,3.8
6396,2443050.0,4.4
6399,2443053.0,3.7
6400,2443054.0,3.8
6401,2443056.0,4.2
6402,2443059.0,4.1
6403,2443061.0,3.7
6406,2443063.0,4.1
6407,2443064.0,3.7
6408,2443067.0,4.0
6409,2443070.0,4.1
6412,2443076.0,3.7
6415,2443080.0,4.2
6416,2443081.0,4.0
6417,2443084.0,4.1
6418,2443089.0,3.7
6419,2443091.0,3.7
6420,2443094.0,4.2
6421,2443096.0,3.7
6422,2443097.0,3.8
6423,2443100.0,4.3
6424,2443111.0,3.8
6425,2443113.0,4.1
6426,2443120.0,4.0
6427,2443126.0,4.0
6428,2443131.0,4.0
6429,2443148.0,4.2
6430,2443205.0,3.3
6431,2443260.0,3.8
6432,2443280.0,4.2
6433,2443291.0,3.5
6434,2443292.0,3.9
6435,2443337.0,4.5
6436,2443347.0,3.6
6437,2443348.0,3.5
6438,2443350.0,3.9
6439,2443351.0,4.1
6440,2443352.0,4.2
6441,2443353.0,4.5
6442,2443354.0,4.2
6443,2443357.0,3.8
6444,2443358.0,3.7
6445,2443360.0,3.8
6446,2443369.0,3.5
6447,2443371.0,3.8
6451,2443377.0,3.8
6454,2443381.0,4.9
6455,2443382.0,4.0
6456,2443384.0,3.5
6457,2443385.0,4.2
6458,2443388.0,3.9
6459,2443391.0,4.0
6460,2443400.0,4.2
6461,2443401.0,3.9
6462,2443413.0,3.9
6463,2443419.0,3.6
6464,2443452.0,5.2
6465,2443664.0,4.0
6466,2443669.0,4.0
6469,2443703.0,4.1
6470,2443704.0,4.5
6471,2443705.0,4.0
6472,2443707.0,3.5
6473,2443712.0,3.8
6474,2443713.0,3.4
6475,2443714.0,3.6
6476,2443715.0,4.2
6477,2443716.0,4.5
6478,2443717.0,4.0
6479,2443739.0,4.0
6480,2443740.0,4.3
6481,2443741.0,4.3
6482,2443753.0,4.3
6485,2444068.0,3.7
6486,2444073.0,3.7
6487,2444076.0,4.1
6488,2444079.0,3.5
6489,2444080.0,3.6
6490,2444082.0,3.7
6491,2444086.0,3.6
6492,2444088.0,3.7
6493,2444097.0,4.0
6494,2444100.0,3.7
6495,2444101.0,3.6
6498,2444107.0,3.9
6499,2444108.0,3.6
6500,2444114.0,3.9
6501,2444128.0,4.2
6502,2444132.0,3.9
6503,2444133.0,3.9
6504,2444139.0,3.5
6505,2444443.0,4.2
6506,2444454.0,3.7
6507,2444458.0,4.3
6508,2444465.0,4.4
6509,2444468.0,3.7
6510,2444477.0,4.1
6511,2444484.0,4.1
6512,2444485.0,4.2
6513,2444490.0,3.9
6514,2444494.0,4.1
6515,2444496.0,3.7
6516,2444499.0,4.3
6517,2444502.0,3.8
6518,2444510.0,3.8
6519,2444511.0,3.8
6520,2444514.0,4.2
6521,2444516.0,3.9
6522,2444523.0,4.1
6523,2444532.0,3.7
6524,2444561.0,3.4
6525,2444571.0,3.4
6526,2444854.0,3.8
6527,2444860.0,4.2
6528,2444861.0,3.6
6529,2444869.0,3.7
6530,2444870.0,3.8
6531,2444880.0,4.1
6532,2445030.0,3.8
6533,2445555.0,4.6
6534,2445556.0,4.6
6535,2445557.0,4.5
6536,2445558.0,4.5
6539,2445873.0,4.0
6540,2445890.0,3.6
6541,2445934.0,3.4
6542,2445940.0,3.9
6543,2446143.0,4.7
6544,2446213.0,4.0
6545,2446232.0,4.0
6546,2446249.0,3.7
6547,2446250.0,4.1
6548,2446253.0,3.9
6549,2446255.0,3.9
6550,2446256.0,3.9
6551,2446257.0,4.2
6552,2446260.0,3.9
6553,2446261.0,3.5
6554,2446264.0,4.0
6559,2446271.0,4.0
6560,2446272.0,4.1
6561,2446280.0,4.1
6562,2446285.0,3.9
6563,2446286.0,4.0
6568,2446290.0,3.8
6569,2446291.0,3.9
6572,2446295.0,4.6
6573,2446296.0,4.0
6574,2446297.0,3.6
6575,2446298.0,3.7
6576,2446302.0,4.6
6577,2446312.0,3.9
6580,2446315.0,4.5
6581,2446318.0,3.8
6591,2446326.0,4.2
6595,2446328.0,3.9
6596,2446336.0,4.1
6597,2446342.0,3.5
6598,2446344.0,4.1
6599,2446346.0,4.0
6600,2446348.0,3.5
6601,2446350.0,4.0
6607,2446363.0,3.8
6608,2446364.0,3.9
6609,2446372.0,4.6
6610,2446375.0,4.5
6611,2446380.0,4.6
6612,2446382.0,4.5
6613,2446383.0,4.2
6614,2446613.0,3.8
6617,2446636.0,3.8
6618,2446638.0,4.6
6619,2446647.0,3.9
6620,2446652.0,4.0
6621,2446681.0,4.7
6622,2446683.0,4.5
6623,2446702.0,4.4
6624,2446707.0,4.3
6625,2446712.0,4.3
6626,2446714.0,4.1
6627,2446716.0,4.0
6628,2446717.0,4.2
6629,2446724.0,4.5
6630,2446726.0,4.6
6631,2446734.0,4.1
6632,2446746.0,4.5
6633,2446761.0,4.5
6634,2446771.0,4.2
6635,2446848.0,4.2
6636,2446876.0,4.1
6637,2446881.0,3.8
6638,2446886.0,3.5
6639,2446888.0,3.8
6640,2446891.0,4.4
6641,2446899.0,4.2
6642,2446901.0,3.5
6643,2446905.0,4.1
6646,2446907.0,3.6
6647,2446910.0,4.1
6648,2446911.0,4.2
6649,2446923.0,3.8
6650,2446941.0,4.2
6651,2446944.0,4.1
6652,2446950.0,3.5
6653,2446951.0,3.9
6654,2446952.0,3.7
6655,2446953.0,3.9
6656,2446954.0,4.0
6657,2446955.0,4.2
6658,2446956.0,4.1
6659,2446957.0,3.7
6660,2446958.0,3.9
6663,2446961.0,4.2
6674,2446967.0,3.8
6681,2446971.0,3.9
6682,2446972.0,3.6
6683,2446973.0,3.8
6695,2446978.0,3.7
6700,2446981.0,4.0
6703,2446983.0,4.2
6704,2446984.0,4.1
6705,2446985.0,3.9
6706,2446986.0,3.8
6707,2446987.0,3.8
6708,2446988.0,3.8
6717,2446992.0,4.0
6718,2446993.0,3.6
6719,2446994.0,3.6
6733,2447000.0,3.5
6752,2447006.0,4.2
6779,2447014.0,3.4
6780,2447015.0,3.8
6784,2447017.0,3.9
6788,2447019.0,4.2
6806,2447025.0,4.0
6864,2447044.0,3.7
6869,2447046.0,3.8
6870,2447047.0,4.1
6871,2447048.0,4.2
6872,2447049.0,4.1
6873,2447050.0,3.6
6881,2447054.0,4.1
6888,2447059.0,3.9
6889,2447062.0,4.2
6892,2447065.0,3.5
6893,2447066.0,3.7
6894,2447067.0,3.9
6895,2447068.0,4.0
6896,2447069.0,4.1
6897,2447070.0,4.1
6898,2447071.0,4.1
6899,2447072.0,3.6
6900,2447073.0,3.9
6901,2447074.0,3.9
6902,2447075.0,4.0
6903,2447076.0,3.9
6904,2447077.0,4.1
6905,2447078.0,3.9
6906,2447079.0,3.5
6907,2447080.0,3.6
6910,2447083.0,4.0
6911,2447084.0,4.2
6912,2447086.0,3.5
6913,2447087.0,3.5
6914,2447088.0,3.8
6915,2447089.0,3.8
6916,2447090.0,4.0
6921,2447095.0,3.6
6922,2447097.0,3.9
6923,2447099.0,4.0
6924,2447101.0,3.6
6925,2447103.0,3.6
6928,2447112.0,4.2
6931,2447115.0,3.4
6932,2447116.0,4.2
6933,2447117.0,3.7
6934,2447118.0,3.9
6935,2447119.0,4.1
6936,2447120.0,4.1
6937,2447125.0,3.9
6938,2447126.0,4.1
6939,2447129.0,3.5
6940,2447135.0,4.1
6941,2447141.0,4.1
6942,2447147.0,4.0
6943,2447153.0,3.6
6944,2447158.0,3.4
6945,2447287.0,3.9
6946,2447291.0,4.0
6947,2447292.0,4.3
6948,2447297.0,3.9
6949,2447298.0,4.2
6950,2447300.0,4.2
6951,2447301.0,3.6
6952,2447304.0,3.9
6953,2447313.0,4.2
6954,2447314.0,4.2
6955,2447316.0,3.6
6958,2447320.0,4.3
6961,2447324.0,3.9
6962,2447325.0,3.9
6963,2447326.0,4.1
6964,2447327.0,4.3
6967,2447331.0,3.9
6968,2447332.0,3.8
6969,2447333.0,3.9
6970,2447338.0,3.8
6971,2447340.0,3.7
6972,2447341.0,3.9
6973,2447342.0,4.0
6974,2447343.0,4.4
6977,2447345.0,3.6
6978,2447346.0,3.9
6981,2447349.0,4.3
6982,2447350.0,4.3
6983,2447351.0,4.0
6984,2447352.0,3.6
6987,2447356.0,4.2
6988,2447357.0,4.3
6991,2447360.0,3.5
6992,2447361.0,3.9
6993,2447362.0,4.0
6994,2447363.0,4.2
6995,2447364.0,4.3
6996,2447365.0,4.0
6997,2447366.0,3.4
6998,2447367.0,3.6
6999,2447369.0,3.6
7000,2447370.0,3.9
7001,2447371.0,4.2
7002,2447372.0,4.1
7003,2447373.0,3.6
7004,2447374.0,3.5
7005,2447375.0,3.9
7006,2447376.0,4.1
7007,2447377.0,4.2
7008,2447378.0,4.3
7009,2447379.0,4.4
7010,2447380.0,3.8
7011,2447381.0,3.5
7012,2447382.0,3.8
7013,2447383.0,3.9
7014,2447384.0,3.9
7015,2447385.0,4.2
7016,2447386.0,4.2
7017,2447387.0,4.0
7018,2447388.0,3.5
7019,2447389.0,3.6
7020,2447390.0,3.6
7021,2447391.0,4.1
7022,2447392.0,4.2
7023,2447393.0,4.3
7024,2447394.0,4.0
7025,2447395.0,3.4
7026,2447396.0,3.7
7029,2447399.0,4.1
7030,2447400.0,4.5
7031,2447401.0,4.0
7032,2447402.0,3.5
7033,2447403.0,3.8
7034,2447404.0,3.9
7035,2447405.0,4.1
7036,2447406.0,4.2
7037,2447407.0,4.3
7038,2447408.0,4.2
7039,2447409.0,3.5
7040,2447410.0,3.7
7041,2447411.0,3.9
7042,2447412.0,3.9
7043,2447413.0,4.1
7044,2447414.0,4.2
7045,2447415.0,4.1
7046,2447416.0,3.6
7047,2447417.0,3.6
7048,2447418.0,3.8
7049,2447419.0,4.0
7050,2447420.0,4.0
7051,2447421.0,4.2
7052,2447422.0,4.1
7053,2447423.0,3.6
7054,2447424.0,3.6
7055,2447425.0,3.9
7056,2447426.0,3.9
7057,2447427.0,4.2
7058,2447428.0,4.2
7059,2447429.0,4.2
7060,2447430.0,3.9
7061,2447431.0,3.6
7062,2447432.0,3.7
7063,2447433.0,3.8
7064,2447434.0,4.0
7065,2447435.0,4.2
7066,2447436.0,4.1
7067,2447440.0,3.7
7068,2447442.0,4.2
7069,2447444.0,3.9
7070,2447446.0,3.5
7071,2447448.0,3.6
7072,2447452.0,3.5
7073,2447454.0,3.6
7074,2447456.0,3.9
7075,2447459.0,3.8
7076,2447465.0,4.4
7077,2447469.0,3.8
7078,2447472.0,4.1
7079,2447474.0,3.5
7080,2447502.0,3.6
7081,2447801.0,4.4
7082,2447817.0,3.9
7083,2447820.0,3.9
7084,2447821.0,3.9
7085,2447826.0,3.8
7086,2447829.0,4.1
7087,2447833.0,3.5
7088,2447834.0,3.6
7089,2447835.0,3.8
7090,2447847.0,3.5
7091,2447849.0,3.6
7092,2447852.0,4.4
7093,2447854.0,3.5
7094,2447946.0,4.1
7095,2447953.0,4.4
7096,2447954.0,4.1
7097,2447959.0,4.0
7098,2447973.0,4.0
7099,2447981.0,4.1
7100,2447990.0,4.1
7101,2447991.0,3.7
7102,2447995.0,4.1
7103,2447998.0,3.7
7104,2447999.0,3.7
7105,2448000.0,3.5
7106,2448005.0,3.9
7107,2448006.0,3.7
7108,2448007.0,4.1
7109,2448009.0,4.0
7110,2448010.0,4.1
7111,2448011.0,4.2
7114,2448013.0,3.5
7115,2448014.0,4.0
7116,2448015.0,4.0
7117,2448016.0,4.2
7118,2448018.0,4.1
7119,2448019.0,3.9
7120,2448022.0,4.1
7121,2448028.0,3.5
7122,2448029.0,3.5
7123,2448032.0,4.2
7124,2448033.0,4.1
7125,2448034.0,4.0
7126,2448035.0,4.0
7127,2448038.0,3.9
7128,2448040.0,4.1
7129,2448045.0,3.9
7132,2448051.0,3.8
7136,2448059.0,4.6
7137,2448062.0,3.5
7143,2448068.0,4.2
7144,2448070.0,3.6
7145,2448072.0,3.8
7146,2448073.0,3.9
7147,2448078.0,3.9
7148,2448083.0,3.6
7154,2448086.0,4.0
7158,2448088.0,4.2
7159,2448089.0,4.1
7160,2448090.0,3.9
7164,2448093.0,3.9
7171,2448099.0,3.7
7172,2448100.0,3.7
7173,2448101.0,4.0
7177,2448103.0,4.1
7180,2448105.0,3.7
7181,2448106.0,3.6
7182,2448112.0,3.6
7183,2448114.0,3.7
7184,2448115.0,4.1
7185,2448116.0,4.0
7186,2448119.0,3.5
7187,2448120.0,3.5
7190,2448122.0,3.6
7191,2448123.0,4.0
7205,2448129.0,3.8
7211,2448133.0,4.0
7212,2448134.0,3.4
7218,2448141.0,3.4
7231,2448146.0,4.1
7238,2448149.0,3.7
7247,2448154.0,4.5
7261,2448161.0,4.5
7262,2448162.0,3.9
7265,2448166.0,3.9
7272,2448175.0,4.1
7277,2448178.0,3.6
7283,2448181.0,4.6
7284,2448185.0,4.0
7285,2448186.0,4.1
7286,2448187.0,3.9
7287,2448188.0,4.0
7290,2448192.0,3.5
7291,2448193.0,3.4
7292,2448199.0,3.5
7293,2448200.0,3.5
7294,2448201.0,3.9
7297,2448208.0,3.9
7298,2448211.0,4.2
7299,2448212.0,3.9
7300,2448213.0,4.0
7301,2448214.0,3.4
7304,2448219.0,4.6
7305,2448228.0,3.6
7306,2448230.0,3.8
7309,2448232.0,4.1
7310,2448238.0,3.9
7311,2448240.0,4.1
7312,2448245.0,3.7
7313,2448251.0,3.7
7314,2448253.0,3.9
7315,2448480.0,4.5
7316,2448486.0,4.3
7317,2448499.0,4.5
7318,2448500.0,4.2
7319,2448506.0,4.3
7320,2448507.0,4.1
7321,2448518.0,4.7
7322,2448751.0,3.7
7323,2448752.0,3.6
7324,2448754.0,3.7
7325,2448755.0,3.7
7326,2448761.0,3.8
7327,2448778.0,4.0
7328,2448782.0,3.6
7329,2448796.0,3.6
7330,2448808.0,4.2
7331,2448809.0,3.5
7332,2448823.0,3.5
7333,2448826.0,4.09
7334,2448827.0,4.36
7335,2448829.0,4.06
7336,2448830.0,3.84
7337,2448831.0,3.84
7338,2448840.0,4.12
7339,2448851.0,3.79
7340,2448852.0,3.72
7341,2448853.0,3.89
7342,2448855.0,4.04
7343,2448861.0,3.9
7346,2448865.0,4.09
7349,2448877.0,4.22
7350,2448882.0,3.5
7351,2448889.0,3.8
7352,2448890.0,3.6
7353,2448892.0,3.6
7354,2448894.0,4.1
7355,2448895.0,3.94
7358,2448898.0,3.7
7359,2448903.0,4.0
7362,2448905.0,4.1
7363,2448906.0,4.1
7364,2448910.0,3.6
7365,2448911.0,3.84
7366,2448912.0,3.94
7369,2448916.0,3.94
7370,2448919.0,4.0
7371,2448922.0,4.1
7372,2448925.0,3.72
7373,2448926.0,4.02
7374,2448934.0,4.02
7375,2448939.0,3.72
7376,2448940.0,3.92
7377,2448943.0,4.12
7378,2448944.0,4.02
7379,2448945.0,3.92
7380,2448950.0,4.22
7381,2448953.0,3.92
7382,2448955.0,3.94
7383,2448956.0,3.72
7384,2448973.0,3.82
7385,2448977.0,3.92
7386,2449033.0,4.24
7387,2449039.0,3.6
7388,2449040.0,3.82
7389,2449042.0,4.12
7390,2449070.0,3.89
7391,2449080.0,4.7
7392,2449106.0,3.7
7395,2449127.0,4.1
7399,2449137.0,4.5
7400,2449147.0,4.09
7401,2449156.0,4.19
7402,2449158.0,3.2
7403,2449159.0,4.19
7404,2449160.0,3.99
7405,2449163.0,3.98
7406,2449165.0,4.46
7413,2449168.0,3.69
7414,2449170.0,3.85
7431,2449183.0,3.6
7438,2449188.0,4.4
7439,2449190.0,3.64
7440,2449192.0,4.0
7448,2449195.0,4.1
7449,2449196.0,3.5
7452,2449198.0,4.0
7453,2449199.0,3.89
7454,2449200.0,4.09
7455,2449201.0,4.1
7458,2449206.0,3.78
7461,2449210.0,3.4
7483,2449222.0,4.09
7496,2449229.0,3.94
7516,2449239.0,3.54
7517,2449241.0,3.64
7520,2449246.0,3.9
7521,2449247.0,3.59
7550,2449259.0,3.98
7551,2449263.0,3.84
7556,2449267.0,4.1
7560,2449269.0,4.0
7603,2449284.0,4.02
7606,2449289.0,3.8
7607,2449294.0,4.0
7610,2449297.0,3.44
7620,2449307.0,4.0
7621,2449308.0,4.0
7624,2449310.0,3.99
7629,2449319.0,4.09
7633,2449327.0,3.8
7634,2449329.0,3.7
7635,2449331.0,4.02
7638,2449334.0,4.0
7639,2449338.0,4.12
7640,2449339.0,3.99
7641,2449341.0,4.02
7644,2449344.0,4.0
7645,2449346.0,3.69
7648,2449455.0,3.64
7649,2449483.0,3.99
7652,2449504.0,4.19
7653,2449505.0,3.54
7657,2449514.0,3.99
7658,2449515.0,4.19
7659,2449517.0,4.46
7665,2449521.0,3.79
7666,2449526.0,3.59
7667,2449527.0,3.58
7668,2449532.0,4.46
7671,2449535.0,3.7
7672,2449537.0,4.1
7673,2449538.0,4.46
7674,2449539.0,4.29
7675,2449541.0,3.59
7683,2449545.0,4.09
7684,2449547.0,3.85
7685,2449548.0,3.59
7689,2449550.0,3.89
7693,2449552.0,4.1
7694,2449553.0,4.66
7699,2449563.0,3.89
7702,2449565.0,3.4
7703,2449566.0,4.09
7704,2449568.0,4.19
7718,2449576.0,3.7
7731,2449582.0,4.29
7735,2449586.0,3.82
7738,2449589.0,4.2
7767,2449603.0,4.19
7772,2449605.0,3.7
7780,2449607.0,3.85
7785,2449613.0,3.59
7786,2449617.0,4.19
7787,2449622.0,3.83
7788,2449624.0,3.89
7789,2449627.0,3.44
7790,2449629.0,3.59
7798,2449636.0,3.99
7799,2449637.0,4.12
7800,2449638.0,4.19
7801,2449639.0,4.29
7802,2449640.0,4.19
7803,2449643.0,3.69
7806,2449648.0,3.82
7816,2449654.0,4.24
7821,2449661.0,3.92
7826,2449672.0,3.59
7827,2449676.0,3.92
7834,2449681.0,4.12
7835,2449685.0,3.52
7840,2449691.0,3.82
7841,2449692.0,3.82
7842,2449694.0,4.02
7843,2449695.0,4.02
7844,2449696.0,4.02
7845,2449705.0,4.12
7846,2449706.0,3.92
7847,2449710.0,4.22
7848,2449719.0,3.99
7849,2449780.0,3.99
7850,2449781.0,4.09
7851,2449786.0,3.54
7852,2449841.0,3.64
7853,2449843.0,3.44
7854,2449847.0,3.9
7855,2449850.0,3.82
7856,2449852.0,3.89
7857,2449862.0,4.02
7858,2449864.0,3.72
7859,2449865.0,3.7
7860,2449866.0,3.99
7861,2449867.0,3.99
7862,2449869.0,4.19
7863,2449870.0,4.09
7864,2449871.0,3.99
7865,2449883.0,4.19
7866,2449884.0,3.99
7870,2449889.0,4.0
7871,2449891.0,4.3
7882,2449896.0,3.92
7887,2449899.0,4.09
7891,2449902.0,3.99
7892,2449903.0,4.19
7896,2449905.0,4.04
7897,2449906.0,3.9
7898,2449912.0,3.92
7901,2449918.0,3.99
7969,2449937.0,3.72
7973,2449939.0,3.82
7976,2449941.0,4.22
7977,2449942.0,3.82
7997,2449948.0,4.25
7998,2449949.0,4.5
8052,2449969.0,4.4
8103,2449986.0,3.6
8104,2449987.0,3.9
8126,2449993.0,3.5
8160,2450004.0,4.0
8161,2450005.0,4.1
8233,2450021.0,3.72
8252,2450029.0,3.8
8253,2450030.0,3.9
8256,2450033.0,4.2
8264,2450038.0,3.5
8291,2450047.0,3.7
8295,2450050.0,3.5
8296,2450052.0,3.9
8300,2450055.0,4.3
8303,2450061.0,4.3
