JD,Magnitude
2451856.6229,4.2
2451857.2465,3.6
2451858.5493,3.8
2451859.5333,3.9
2451859.5938,3.9
2451861.4688,4.0
2451861.4771,4.2
2451861.5201,4.0
2451861.5764,4.2
2451861.6368,4.2
2451863.2396,3.5
2451864.4493,3.6
2451864.604,3.8
2451864.6563,3.9
2451865.2396,4.0
2451865.3861,4.0
2451865.6132,4.2
2451866.4993,4.1
2451866.5243,4.1
2451867.2694,4.3
2451867.3507,4.0
2451867.5569,3.8
2451867.6,3.9
2451868.24,3.7
2451868.4639,3.4
2451868.5118,3.6
2451868.7868,3.4
2451870.2868,4.0
2451870.6278,3.8
2451871.2444,4.1
2451871.7,4.2
2451872.2569,4.3
2451872.4382,4.0
2451872.6,4.0
2451872.6181,4.1
2451873.441,3.6
2451873.5951,4.0
2451873.82,3.8
2451873.83,3.6
2451874.2861,3.9
2451874.63,3.8
2451874.69,3.9
2451874.77,3.8
2451874.7944,3.4
2451874.86,3.9
2451875.7882,4.1
2451876.3451,4.0
2451876.4694,4.0
2451876.5903,4.4
2451876.7549,3.8
2451877.6542,3.9
2451878.2896,4.0
2451878.4917,4.0
2451879.64,3.9
2451880.4729,3.9
2451880.6243,3.9
2451881.4313,4.1
2451881.6785,3.8
2451881.7222,4.1
2451882.4583,4.2
2451882.5653,4.0
2451883.5285,4.2
2451883.5708,4.3
2451883.6,3.9
2451884.2506,3.7
2451884.4451,3.9
2451885.5069,4.0
2451886.4333,4.1
2451888.4542,4.3
2451888.5347,4.2
2451889.6444,3.9
2451890.6069,4.0
2451891.4424,4.1
2451891.6,3.9
2451892.427,3.9
2451892.592,4.2
2451893.5549,4.4
2451893.5715,4.1
2451894.3792,4.0
2451894.4465,4.2
2451894.5722,3.6
2451895.2701,3.8
2451895.41,3.6
2451895.71,3.8
2451896.4166,3.7
2451896.7667,4.1
2451896.7812,3.8
2451897.302,3.9
2451897.4138,3.8
2451897.4646,4.2
2451897.6806,4.0
2451898.2326,3.9
2451898.25,4.1
2451899.25,4.0
2451899.2916,4.2
2451899.4639,4.4
2451899.6313,4.0
2451899.6722,3.8
2451900.2222,3.6
2451901.1881,3.7
2451901.3035,3.9
2451901.4451,4.0
2451901.4527,3.7
2451901.5542,3.9
2451902.1944,3.9
2451902.2514,4.0
2451902.4472,4.2
2451902.5201,4.0
2451903.2187,4.1
2451904.4424,4.4
2451904.5806,4.1
2451905.4507,4.0
2451906.2152,3.6
2451906.4472,4.1
2451906.6,3.9
2451906.7777,3.7
2451907.368,3.8
2451907.4736,4.2
2451907.5792,3.7
2451908.14,4.0
2451908.4027,3.9
2451908.4097,3.7
2451908.4486,4.4
2451908.71,4.3
2451908.8333,4.1
2451909.2638,4.0
2451909.7951,4.3
2451910.1805,4.1
2451910.2583,4.0
2451910.7569,3.8
2451911.2097,3.4
2451911.2847,3.5
2451912.184,3.7
2451912.4674,3.6
2451914.3229,4.0
2451914.4,3.8
2451914.6,4.4
2451914.7659,4.0
2451915.7534,4.0
2451916.5688,3.5
2451917.3055,3.6
2451920.5882,3.8
2451922.5646,3.7
2451923.2549,3.8
2451923.4771,4.0
2451923.6,3.5
2451924.2951,3.9
2451924.3042,4.0
2451924.309,4.0
2451924.5979,3.8
2451924.6,4.0
2451924.7743,3.9
2451925.25,4.1
2451925.2708,3.9
2451925.4534,3.9
2451925.4861,4.0
2451925.7409,4.2
2451926.2361,4.0
2451926.252,4.1
2451927.2639,3.5
2451927.3104,3.5
2451927.7569,3.5
2451928.2819,3.7
2451928.5,3.9
2451930.2437,4.0
2451930.41,3.9
2451930.6673,4.1
2451930.7069,4.1
2451931.2187,4.3
2451931.2368,4.3
2451931.4729,4.1
2451931.6806,3.7
2451931.7458,4.1
2451932.32,3.8
2451932.4583,3.9
2451932.5688,3.6
2451932.6,3.5
2451933.2291,3.6
2451933.35,3.8
2451933.5813,3.6
2451933.6493,3.6
2451934.21,3.7
2451934.4583,3.9
2451935.2055,3.9
2451935.23,3.9
2451935.25,4.0
2451935.4931,4.1
2451936.18,4.0
2451936.4458,4.2
2451937.466,3.8
2451937.6618,3.7
2451937.9514,3.6
2451938.2201,3.5
2451938.2326,3.5
2451938.516,3.8
2451938.6403,3.9
2451939.566,3.6
2451939.6,3.8
2451940.3139,3.9
2451940.6069,3.8
2451940.7708,3.8
2451941.3444,4.5
2451941.443,4.1
2451942.3125,4.5
2451942.3222,4.2
2451943.2604,3.8
2451943.3264,3.8
2451943.7458,3.5
2451944.475,4.0
2451944.6028,4.1
2451944.6923,3.8
2451945.2666,3.8
2451945.3493,3.6
2451945.5667,3.9
2451945.7375,4.0
2451946.7305,4.0
2451948.5951,3.6
2451951.25,3.9
2451951.2597,3.9
2451951.2916,3.8
2451951.4,3.8
2451951.4097,3.9
2451951.5382,4.1
2451952.2264,4.1
2451952.2639,4.1
2451952.2847,4.0
2451952.5,4.4
2451954.2639,3.7
2451954.3299,3.5
2451954.3819,3.5
2451955.3521,3.5
2451956.2326,3.9
2451956.3333,4.1
2451956.4076,3.9
2451956.5563,4.0
2451956.6923,4.0
2451957.5208,4.0
2451958.266,4.2
2451959.3264,3.7
2451959.3417,3.7
2451959.3438,3.8
2451959.5313,3.9
2451959.6,3.5
2451960.6006,3.6
2451961.6013,3.7
2451961.6833,4.0
2451962.2743,4.0
2451962.5799,4.1
2451963.3764,4.3
2451964.5396,3.8
2451965.6208,3.6
2451966.25,3.8
2451966.2763,3.7
2451967.2924,4.1
2451967.3402,3.9
2451967.4403,4.0
2451968.6,4.0
2451969.2847,3.9
2451969.3555,3.9
2451969.4424,3.6
2451969.7271,4.2
2451970.6701,4.0
2451970.6701,3.8
2451971.2569,3.7
2451971.6187,3.6
2451972.6125,3.9
2451973.6291,4.0
2451973.9791,4.6
2451974.3243,4.1
2451974.3861,4.2
2451974.6256,4.0
2451975.3729,3.5
2451975.6243,3.8
2451975.6569,3.5
2451975.6875,3.9
2451976.2479,3.7
2451976.6222,3.8
2451976.7,4.0
2451977.6354,4.1
2451979.5625,4.0
2451980.7271,4.2
2451981.234,3.6
2451981.2639,3.7
2451982.3542,3.6
2451982.6722,4.0
2451982.9333,4.0
2451983.4104,3.9
2451983.6458,4.0
2451983.6958,4.1
2451984.3493,4.2
2451984.5465,4.0
2451984.6291,3.9
2451984.741,4.2
2451984.8903,4.1
2451985.34,3.9
2451985.3937,4.0
2451985.4215,4.4
2451985.5736,3.7
2451985.6146,4.2
2451985.6416,4.0
2451986.4569,3.6
2451986.5,3.7
2451986.6215,3.6
2451987.3451,3.6
2451987.5201,3.9
2451987.6785,3.9
2451988.6541,3.9
2451989.3625,4.4
2451989.7486,4.2
2451990.4069,4.0
2451990.6625,4.1
2451991.36,3.8
2451991.5542,3.2
2451991.6431,4.0
2451991.6465,3.9
2451991.6562,3.6
2451992.6458,3.9
2451992.9507,3.6
2451993.6,3.8
2451993.7056,4.0
2451994.641,4.1
2451995.3507,4.0
2451996.3507,3.8
2451996.3556,4.1
2451996.6438,3.9
2451996.8,4.0
2451997.6354,3.9
2451997.652,3.5
2451998.49,3.8
2451998.6007,3.7
2451999.36,3.8
2451999.6597,4.0
2452000.36,4.0
2452001.6347,4.2
2452002.2826,3.5
2452002.3688,3.7
2452002.6611,3.9
2452003.3056,3.6
2452003.677,3.8
2452003.7208,3.7
2452004.6,4.1
2452004.6708,4.0
2452004.7285,3.9
2452005.6285,4.1
2452007.2771,4.0
2452009.3403,3.9
2452010.3604,4.0
2452010.3847,3.9
2452011.3881,4.1
2452011.5,4.1
2452011.6784,4.1
2452011.9181,4.0
2452012.393,3.9
2452012.7111,3.8
2452013.4791,3.6
2452013.7868,3.9
2452014.375,3.5
2452014.5979,3.4
2452014.6736,3.9
2452015.3069,3.7
2452015.3069,4.2
2452015.6736,3.9
2452015.6778,4.1
2452015.7951,4.1
2452015.9236,4.0
2452016.2986,4.2
2452016.677,4.0
2452017.3438,4.4
2452017.3451,3.8
2452017.6868,4.1
2452017.9174,4.0
2452018.4187,3.7
2452018.6139,4.2
2452018.6465,3.9
2452018.691,3.6
2452018.9208,3.6
2452019.3597,3.5
2452019.3896,3.7
2452019.4131,3.7
2452019.5472,4.1
2452019.5486,3.9
2452019.6819,3.9
2452019.6924,4.0
2452019.8715,3.9
2452020.3132,3.9
2452020.5431,3.9
2452020.5528,3.7
2452020.677,3.8
2452021.452,4.0
2452022.5,4.0
2452022.7152,4.2
2452022.8826,4.0
2452023.3,3.7
2452023.3007,4.1
2452023.5465,3.9
2452023.691,3.5
2452024.3299,3.5
2452024.6902,3.7
2452025.4076,3.7
2452025.6854,4.2
2452025.7306,4.1
2452026.4264,3.8
2452026.4458,3.8
2452026.6875,3.9
2452026.7437,3.9
2452026.9035,4.1
2452027.384,5.1
2452027.3854,4.4
2452027.4791,4.0
2452028.3799,4.1
2452028.477,4.0
2452028.5097,3.9
2452028.691,3.8
2452028.8271,3.6
2452029.3569,3.6
2452029.3993,3.5
2452029.4062,3.6
2452029.684,3.6
2452029.6895,3.5
2452030.9063,4.0
2452031.4104,3.9
2452031.6875,4.0
2452032.4312,4.1
2452033.6743,4.2
2452033.8681,3.9
2452034.4583,3.6
2452034.8653,3.6
2452035.3611,3.8
2452035.3875,4.3
2452035.4,3.6
2452035.6,3.7
2452036.4,3.7
2452036.4534,3.8
2452036.5,4.0
2452038.3743,4.4
2452038.3868,4.2
2452038.4,4.0
2452038.416,4.2
2452038.7069,4.1
2452039.3868,4.3
2452039.3972,4.0
2452039.4,4.0
2452039.7139,3.9
2452040.4,3.6
2452040.4444,3.5
2452040.7118,3.8
2452041.3556,3.5
2452041.3896,3.4
2452041.4,3.5
2452041.6785,4.1
2452041.709,3.9
2452043.4104,4.2
2452043.4756,4.5
2452043.7687,4.1
2452044.3979,4.0
2452044.4194,4.3
2452044.4285,4.1
2452044.4375,4.3
2452045.4,4.0
2452045.7125,3.9
2452045.7833,3.9
2452046.6931,4.0
2452046.8785,3.9
2452047.4,3.4
2452047.6,3.9
2452047.7243,4.0
2452047.8722,4.0
2452048.3813,4.1
2452048.3819,4.2
2452048.4861,4.0
2452048.8326,3.9
2452049.4083,4.1
2452049.4305,4.3
2452049.4417,4.0
2452050.4,3.5
2452050.4277,3.8
2452050.45,3.7
2452050.691,4.0
2452050.743,3.8
2452051.7229,3.9
2452052.4111,4.0
2452052.4597,3.7
2452052.7111,4.1
2452052.7381,3.9
2452052.9042,3.9
2452052.9305,4.2
2452053.4042,4.1
2452053.4131,4.0
2452053.6917,4.0
2452053.7056,4.1
2452053.7715,4.1
2452054.3951,4.3
2452054.4,4.1
2452054.45,4.0
2452054.4563,4.2
2452054.4631,4.1
2452055.38,4.0
2452055.4,3.7
2452055.4368,4.1
2452055.6,3.9
2452055.8847,3.5
2452056.42,3.7
2452056.7291,3.7
2452057.7264,4.0
2452057.7708,3.7
2452058.7174,4.1
2452059.36,4.0
2452059.7653,4.0
2452059.7681,4.1
2452060.3611,3.7
2452060.41,4.0
2452060.4118,4.3
2452060.4652,4.2
2452061.36,3.8
2452061.4,3.6
2452061.6903,3.9
2452063.472,3.8
2452064.35,4.0
2452064.468,4.1
2452065.6,4.5
2452065.7007,4.2
2452067.6048,3.6
2452068.6125,3.8
2452068.7188,4.1
2452068.7465,4.0
2452069.4569,4.2
2452069.75,4.1
2452070.4007,3.8
2452070.6319,4.1
2452070.8,4.2
2452071.7306,4.1
2452072.7555,3.5
2452072.7813,3.6
2452072.7854,3.9
2452073.3424,3.7
2452073.4174,3.6
2452073.4347,3.6
2452074.3771,4.2
2452074.3785,3.6
2452074.4215,4.7
2452074.44,4.0
2452074.4479,4.0
2452074.4736,4.3
2452074.6,3.9
2452075.34,4.0
2452075.4278,4.3
2452076.3,4.4
2452076.3875,3.6
2452076.4048,4.3
2452076.4514,4.1
2452076.4576,3.8
2452076.6687,4.3
2452077.416,3.7
2452077.4396,3.7
2452077.6014,3.7
2452077.7653,3.6
2452077.8,3.6
2452078.4236,4.1
2452078.4368,3.8
2452078.7535,4.0
2452079.3951,3.9
2452079.41,3.8
2452079.7,4.0
2452079.7083,3.7
2452079.7583,4.0
2452080.33,4.0
2452080.3688,4.3
2452080.3715,3.8
2452080.384,4.1
2452080.3986,3.6
2452080.4424,3.9
2452080.6813,4.0
2452080.7299,4.0
2452080.7645,4.0
2452081.3375,4.2
2452081.3931,4.3
2452081.4063,3.9
2452081.4312,4.2
2452081.65,4.0
2452081.7472,4.3
2452081.7597,4.0
2452081.7625,4.1
2452082.3931,3.8
2452082.7,3.7
2452082.7361,4.2
2452083.388,3.5
2452083.4069,3.8
2452083.4097,3.4
2452083.6882,3.7
2452083.7527,3.9
2452083.8,3.8
2452084.475,3.7
2452084.6666,3.9
2452084.7097,4.0
2452085.4118,4.2
2452085.4146,4.0
2452085.4326,4.1
2452085.6972,3.9
2452085.75,4.1
2452085.9354,3.9
2452086.3688,4.3
2452086.3715,3.7
2452086.3854,4.2
2452086.389,4.1
2452086.4097,4.3
2452086.7555,4.2
2452087.4403,4.3
2452087.45,4.0
2452087.75,3.9
2452088.3875,3.8
2452088.3916,3.5
2452088.6465,3.5
2452088.7153,3.6
2452089.4618,3.8
2452089.468,3.7
2452089.6,3.6
2452089.6,3.9
2452089.7306,4.0
2452090.371,3.8
2452090.4153,4.1
2452092.346,4.3
2452093.425,3.5
2452093.4479,3.6
2452093.6,3.6
2452094.6,4.0
2452094.6521,3.6
2452094.7042,4.0
2452094.75,3.8
2452095.3715,4.0
2452095.4,3.5
2452095.4132,4.1
2452095.441,4.0
2452095.4486,4.0
2452095.6285,4.0
2452095.759,4.1
2452096.7541,3.9
2452097.4423,4.3
2452097.5,4.1
2452098.3611,4.0
2452098.443,4.0
2452098.7139,4.0
2452098.7555,3.9
2452099.4,3.7
2452099.45,3.8
2452099.6403,3.2
2452099.7423,3.8
2452099.7479,3.9
2452100.31,3.9
2452100.31,3.9
2452100.3285,3.8
2452100.4062,3.7
2452100.408,3.7
2452100.4215,3.6
2452100.6701,3.6
2452100.7513,3.8
2452101.3632,4.2
2452101.3763,4.0
2452101.3792,4.1
2452101.3826,3.8
2452101.431,3.9
2452101.7,3.9
2452101.7021,4.1
2452101.7132,4.1
2452102.31,4.0
2452102.33,4.0
2452102.3653,4.4
2452102.3653,4.1
2452102.4285,3.9
2452102.6,4.2
2452103.31,4.1
2452103.37,4.1
2452103.416,4.3
2452103.4292,3.8
2452103.4493,4.1
2452103.5778,4.2
2452104.3,3.8
2452104.31,3.8
2452104.3895,3.4
2452104.7479,3.7
2452105.3,3.8
2452105.31,3.8
2452105.3763,3.6
2452105.3896,3.9
2452105.4,3.7
2452105.4111,3.8
2452105.434,3.5
2452105.5789,3.8
2452105.602,3.7
2452105.6208,3.6
2452106.3514,4.1
2452106.3604,3.6
2452106.4,3.8
2452106.452,3.8
2452106.6527,3.9
2452106.7,3.8
2452106.7278,4.0
2452107.3542,4.4
2452107.3618,3.8
2452107.393,4.0
2452107.4,3.9
2452107.5861,4.1
2452107.6493,4.3
2452107.7069,4.1
2452107.7618,3.9
2452108.2736,4.3
2452108.32,4.0
2452108.3583,3.6
2452108.38,4.0
2452108.4243,4.4
2452108.7021,4.2
2452108.7312,4.0
2452108.734,4.2
2452109.3694,3.8
2452109.4,3.5
2452109.459,3.9
2452109.6,3.8
2452109.6056,3.4
2452109.7215,3.9
2452109.7409,3.8
2452110.3465,3.5
2452110.3486,3.6
2452110.3715,3.7
2452110.4,3.6
2452110.404,3.6
2452110.4403,3.4
2452110.4424,3.6
2452110.4653,3.7
2452110.4993,3.7
2452110.5729,3.8
2452110.6,3.6
2452110.7125,4.0
2452111.31,3.9
2452111.359,3.6
2452111.375,3.8
2452111.3903,4.0
2452111.3938,4.0
2452111.4,3.7
2452111.4375,3.7
2452111.6263,3.8
2452111.7388,3.9
2452112.2465,4.1
2452112.3778,3.8
2452112.4201,3.8
2452112.425,4.0
2452112.434,4.2
2452112.446,4.0
2452112.6097,4.0
2452112.7535,3.9
2452113.39,3.8
2452113.4,3.9
2452113.404,4.3
2452113.4208,4.4
2452113.4569,3.9
2452113.5,4.0
2452113.6396,4.0
2452113.7486,4.1
2452114.375,4.2
2452114.3903,4.1
2452114.4118,4.1
2452114.4278,4.1
2452114.6056,3.9
2452114.6792,3.9
2452114.727,3.9
2452115.31,3.7
2452115.31,3.7
2452115.391,3.5
2452115.5,3.6
2452115.6135,3.4
2452116.35,3.8
2452116.3646,3.9
2452116.38,3.8
2452116.4,3.5
2452116.433,3.7
2452116.434,4.0
2452117.425,3.9
2452117.6,3.5
2452117.6847,4.2
2452117.7181,4.0
2452117.7458,4.0
2452118.3125,4.0
2452118.4188,4.1
2452118.4389,4.3
2452118.4458,4.1
2452118.7917,3.5
2452119.2778,4.2
2452119.3819,4.2
2452119.4,4.1
2452119.421,4.3
2452119.6354,4.4
2452119.7771,4.0
2452119.7917,3.6
2452120.3021,3.6
2452120.3354,3.5
2452120.341,3.8
2452120.375,3.6
2452120.4,3.5
2452120.4299,3.7
2452120.5646,3.4
2452121.3125,3.6
2452121.3396,3.9
2452121.3924,3.9
2452121.4,3.6
2452121.4472,3.6
2452121.454,3.5
2452121.5743,3.8
2452121.691,4.1
2452121.7555,3.7
2452121.8,3.6
2452122.2708,3.8
2452122.29,3.9
2452122.4,3.5
2452122.431,3.8
2452122.5118,3.9
2452122.625,4.0
2452123.2917,3.9
2452123.3,3.9
2452123.3444,3.6
2452123.3472,4.3
2452123.4222,4.1
2452123.5979,4.0
2452123.7,4.1
2452124.2778,4.0
2452124.3819,4.1
2452124.4,4.4
2452124.4027,4.3
2452124.759,4.1
2452125.3,3.4
2452125.3278,4.1
2452125.3611,3.7
2452125.3917,3.7
2452126.3583,3.6
2452126.5,3.7
2452126.6006,3.8
2452126.7243,3.6
2452127.2917,3.9
2452127.3,3.9
2452127.3,4.0
2452127.3764,4.0
2452127.4076,4.2
2452127.4118,4.0
2452127.7,4.0
2452127.8035,4.1
2452128.3,3.8
2452128.3299,3.7
2452128.3299,4.3
2452128.3431,3.1
2452128.3438,3.8
2452128.3694,4.0
2452128.5055,4.0
2452128.6965,4.0
2452128.7,4.2
2452129.2604,4.0
2452129.3292,3.8
2452129.3292,4.4
2452129.3631,4.2
2452129.3715,4.0
2452129.3882,4.2
2452129.4014,4.3
2452129.416,4.1
2452129.6833,3.9
2452129.7035,4.1
2452129.8,4.3
2452130.4,4.0
2452130.6958,4.1
2452131.3,3.6
2452131.377,3.5
2452131.382,3.5
2452131.4,3.5
2452131.7111,3.9
2452131.7159,3.5
2452132.2847,3.6
2452132.3,3.9
2452132.3,3.8
2452132.36,4.0
2452132.377,3.7
2452132.3861,3.1
2452132.3972,4.0
2452132.4,4.0
2452132.7131,3.8
2452133.3,4.0
2452133.3,3.9
2452133.3576,3.9
2452133.38,4.0
2452133.381,3.8
2452133.409,4.1
2452133.4173,4.1
2452133.5,4.4
2452133.5034,3.9
2452133.6764,4.0
2452133.7104,4.0
2452134.29,4.1
2452134.3,4.1
2452134.3354,3.4
2452134.3611,4.2
2452134.3694,4.3
2452134.4201,4.2
2452134.4208,4.1
2452134.4756,4.0
2452134.5,4.2
2452134.7,4.2
2452134.7028,4.0
2452134.7416,3.9
2452135.3,4.0
2452135.3,4.3
2452135.3,4.0
2452135.3403,4.0
2452135.3993,3.7
2452135.4028,4.4
2452136.2708,3.7
2452136.3319,3.6
2452136.5,3.5
2452136.7,3.6
2452136.7097,3.6
2452136.7298,3.5
2452137.27,3.8
2452137.2917,3.6
2452137.3,3.8
2452137.3451,3.5
2452137.368,3.6
2452137.3833,3.6
2452137.3979,3.9
2452137.4,4.1
2452137.5507,3.5
2452137.6437,3.8
2452137.6965,4.0
2452137.7027,3.9
2452138.3,3.8
2452138.3125,3.9
2452138.3542,4.1
2452138.3819,3.8
2452138.3875,3.8
2452138.4181,3.6
2452138.4299,3.2
2452138.6556,4.0
2452138.7069,3.7
2452139.26,4.0
2452139.3,3.9
2452139.3,3.8
2452139.3542,4.2
2452139.3646,4.0
2452139.398,4.0
2452139.4333,3.4
2452139.434,4.1
2452139.6833,4.1
2452139.7,4.0
2452140.26,4.2
2452140.3,4.1
2452140.3201,3.8
2452140.3201,4.2
2452140.3438,4.0
2452140.3542,3.7
2452140.391,4.3
2452140.5506,4.2
2452141.3021,4.0
2452141.3403,3.8
2452141.3444,3.7
2452141.3875,4.0
2452141.434,3.6
2452141.4375,3.9
2452141.4403,4.0
2452141.7034,3.8
2452141.7188,4.0
2452142.3153,3.7
2452142.3194,3.5
2452142.3639,3.5
2452142.5208,3.7
2452142.7236,3.8
2452142.7396,3.9
2452143.3,3.5
2452143.3028,3.8
2452143.3063,3.8
2452143.3194,3.8
2452143.3208,3.9
2452143.3736,3.8
2452143.4236,3.8
2452143.6,4.0
2452143.7,3.9
2452143.7056,4.1
2452143.775,4.1
2452144.26,3.9
2452144.2951,4.0
2452144.3,3.8
2452144.3333,4.0
2452144.3472,4.1
2452144.3868,4.0
2452144.3993,4.0
2452144.4062,3.9
2452144.4257,3.7
2452145.28,3.9
2452145.3,3.9
2452145.3056,4.0
2452145.3076,4.1
2452145.3083,3.6
2452145.309,4.1
2452145.3278,3.7
2452145.35,4.0
2452145.3792,4.3
2452145.4257,4.2
2452145.4513,4.1
2452145.7472,4.1
2452146.25,4.1
2452146.2708,4.3
2452146.3,4.1
2452146.3388,4.0
2452146.3646,3.8
2452146.3736,4.3
2452146.3784,4.0
2452146.4722,3.7
2452146.5534,3.9
2452146.6826,4.0
2452146.6972,4.1
2452146.6986,4.0
2452147.26,3.7
2452147.2708,3.6
2452147.3,3.7
2452147.3069,3.8
2452147.3076,3.4
2452147.3681,3.6
2452147.375,3.7
2452147.4028,3.5
2452147.4208,3.9
2452147.4861,4.0
2452147.6514,3.9
2452147.6847,3.8
2452148.25,3.8
2452148.2896,3.8
2452148.2917,3.6
2452148.2965,3.7
2452148.3,3.8
2452148.334,3.7
2452148.3778,4.2
2452148.3938,4.0
2452148.3972,3.7
2452148.516,4.0
2452148.6646,4.0
2452148.6847,3.8
2452148.7208,3.7
2452149.24,3.9
2452149.2465,3.8
2452149.3,3.9
2452149.375,3.8
2452149.3924,3.9
2452149.6521,4.1
2452150.336,4.0
2452150.3375,4.1
2452150.3542,4.0
2452150.3778,4.1
2452150.3903,4.3
2452150.6951,4.0
2452151.3347,4.2
2452151.7,4.3
2452151.8229,3.9
2452152.3284,3.6
2452152.338,3.8
2452152.734,3.9
2452153.25,3.8
2452153.2986,3.8
2452153.3,3.8
2452153.3104,3.6
2452153.3111,3.9
2452153.7145,3.8
2452154.3021,3.8
2452154.3778,3.7
2452154.3937,3.7
2452154.5194,3.9
2452154.5347,4.0
2452154.5972,3.8
2452154.7243,3.9
2452155.2917,3.9
2452155.3701,4.0
2452155.5333,4.1
2452155.5763,4.0
2452155.6007,3.9
2452155.6535,4.2
2452155.7618,4.2
2452156.2569,4.0
2452156.3493,4.1
2452156.3819,4.1
2452156.4014,4.2
2452156.434,4.1
2452156.5236,4.2
2452156.5347,4.2
2452156.6,4.1
2452156.7423,4.0
2452157.3125,4.0
2452157.375,3.7
2452157.406,4.0
2452157.5243,3.8
2452157.5271,3.8
2452157.5271,3.8
2452158.25,3.9
2452158.3028,3.8
2452158.3125,3.6
2452158.3569,3.6
2452158.4368,3.9
2452158.5194,3.5
2452158.5243,3.6
2452158.5775,3.6
2452158.7145,3.8
2452159.22,3.9
2452159.4479,3.8
2452159.516,3.9
2452159.5438,3.8
2452159.6944,3.9
2452160.4027,4.0
2452160.5174,4.0
2452160.6826,3.8
2452161.3465,4.1
2452161.4028,4.1
2452161.4125,4.3
2452161.5,4.3
2452161.5444,4.0
2452161.6569,3.9
2452161.7938,3.9
2452162.23,3.8
2452162.2951,4.2
2452162.309,4.1
2452162.3563,4.0
2452162.5083,4.2
2452162.6354,4.1
2452162.6403,4.0
2452163.25,3.5
2452163.3021,3.5
2452163.32,3.7
2452163.374,3.8
2452163.6708,3.9
2452163.7917,3.5
2452164.26,3.6
2452164.26,3.8
2452164.2708,3.6
2452164.4187,3.6
2452164.509,3.8
2452164.625,3.7
2452164.7917,3.6
2452165.22,3.9
2452165.25,3.8
2452165.3194,3.8
2452165.3299,3.9
2452165.3535,3.8
2452165.3611,4.0
2452165.402,3.9
2452165.5014,4.0
2452165.6861,4.0
2452166.22,3.9
2452166.2917,4.0
2452166.5208,4.0
2452166.6652,4.1
2452167.22,3.8
2452167.22,3.9
2452167.2604,4.3
2452167.3257,4.1
2452167.4132,4.1
2452167.5069,4.1
2452167.5888,4.0
2452167.634,4.1
2452167.6576,4.2
2452168.16,3.5
2452168.22,3.9
2452168.2917,3.7
2452168.351,3.8
2452168.359,4.0
2452168.5222,3.6
2452168.5868,3.6
2452168.6,4.3
2452168.6479,3.5
2452168.6521,3.9
2452169.2292,3.6
2452169.25,3.6
2452169.2521,3.5
2452169.2729,3.5
2452169.3118,3.5
2452169.3576,3.5
2452169.3854,3.6
2452169.3958,3.5
2452169.5604,3.8
2452169.6,3.6
2452169.6042,3.3
2452169.677,3.9
2452169.7542,3.9
2452170.22,3.8
2452170.23,3.9
2452170.2701,3.8
2452170.2715,3.9
2452170.375,4.0
2452170.4027,3.8
2452170.5,4.0
2452170.5569,3.9
2452170.6,4.1
2452170.6,4.3
2452171.2292,3.9
2452171.4097,4.0
2452171.5236,3.8
2452171.7034,3.9
2452172.2,3.9
2452172.3479,4.0
2452172.4569,4.1
2452172.5417,4.0
2452172.65,4.0
2452172.6736,4.0
2452172.7118,4.0
2452173.22,3.9
2452173.22,4.0
2452173.2882,4.2
2452173.2937,4.2
2452173.6778,4.0
2452173.6806,3.8
2452174.17,3.5
2452174.19,3.7
2452174.2813,3.8
2452174.2847,3.8
2452174.375,3.6
2452174.4687,3.6
2452174.6319,3.5
2452175.3125,3.6
2452175.534,3.8
2452176.3125,3.8
2452176.3556,3.8
2452176.5083,4.0
2452176.6597,3.8
2452177.1823,4.4
2452177.2847,3.9
2452177.5743,4.0
2452177.7083,4.1
2452177.7632,4.1
2452178.2448,3.5
2452178.266,3.7
2452178.2771,4.1
2452178.3125,4.3
2452178.4104,4.0
2452178.6174,4.2
2452178.7292,3.9
2452178.7917,4.0
2452179.3056,3.6
2452179.3486,3.9
2452179.375,3.6
2452179.4285,3.7
2452179.5174,3.4
2452179.575,3.7
2452179.6326,3.8
2452179.6694,3.9
2452179.7014,3.4
2452179.7417,3.4
2452180.2708,3.5
2452180.6556,3.9
2452180.7917,3.6
2452181.2639,3.8
2452181.48,3.9
2452181.4806,3.9
2452181.5159,3.9
2452181.6979,4.0
2452181.7292,3.9
2452181.7917,3.8
2452182.322,4.0
2452182.3326,4.1
2452182.3333,3.9
2452182.4958,4.0
2452182.5465,4.0
2452182.691,4.0
2452182.693,4.2
2452182.7278,3.9
2452183.3542,4.0
2452183.3958,4.3
2452183.6632,4.2
2452184.316,3.9
2452184.6625,3.9
2452184.7014,3.4
2452185.2687,3.5
2452185.2778,3.6
2452185.3056,4.2
2452185.4931,3.8
2452185.6,4.3
2452185.6479,3.5
2452185.6777,3.8
2452186.27,3.8
2452186.3958,3.6
2452186.5007,3.9
2452186.6458,3.7
2452187.2917,4.0
2452187.4875,4.0
2452187.5,4.3
2452187.6368,4.0
2452187.6395,4.0
2452187.7896,4.1
2452188.3215,4.1
2452188.4201,3.9
2452188.4778,4.1
2452188.6604,4.1
2452188.7139,4.1
2452189.1601,4.1
2452189.2354,4.1
2452189.2375,3.6
2452189.3083,4.2
2452189.3125,4.1
2452189.4875,3.9
2452189.684,4.0
2452190.0,4.1
2452190.2236,3.5
2452190.225,3.8
2452190.26,3.7
2452190.3056,3.6
2452190.3257,3.4
2452190.3556,3.7
2452190.4701,3.7
2452190.5263,3.5
2452190.6146,3.7
