JD,Magnitude
2451005.366,3.7
2451005.57,3.8
2451006.58,3.8
2451007.3679,3.8
2451007.4652,3.96
2451007.58,4.0
2451008.5006,4.04
2451008.6,4.4
2451009.63,4.5
2451011.3785,4.0
2451011.4194,4.1
2451011.7382,4.1
2451012.3958,3.56
2451012.434,3.64
2451012.4375,3.54
2451012.4555,3.34
2451012.6972,3.7
2451013.4173,3.64
2451013.4375,3.59
2451013.58,3.9
2451013.6667,3.9
2451014.4756,3.44
2451014.58,3.9
2451015.58,4.2
2451015.7063,4.2
2451016.625,4.2
2451016.66,4.4
2451016.9,4.2
2451017.65,4.4
2451017.7458,4.3
2451018.4166,3.94
2451018.427,3.76
2451018.4284,4.04
2451018.4313,4.0
2451018.4388,3.92
2451018.57,4.0
2451019.4027,3.56
2451019.4236,3.62
2451019.4618,3.6
2451019.4618,3.74
2451019.4826,3.62
2451019.59,3.4
2451019.6972,3.5
2451020.57,3.7
2451020.6965,3.8
2451021.58,4.0
2451021.7035,3.5
2451022.58,4.2
2451023.3708,3.6
2451023.5764,4.7
2451023.58,4.2
2451024.3958,4.1
2451024.434,4.25
2451024.4479,4.26
2451024.57,4.4
2451024.5958,4.2
2451025.3729,4.4
2451025.4791,4.16
2451025.6875,3.9
2451026.56,3.4
2451027.3951,3.7
2451027.4583,3.83
2451027.56,3.6
2451027.6,3.7
2451027.6215,3.5
2451028.3729,3.7
2451028.427,3.94
2451028.57,3.9
2451028.6194,4.1
2451029.4201,3.83
2451029.4375,3.92
2451029.62,4.2
2451029.6361,4.2
2451030.4125,4.24
2451030.62,4.4
2451031.3819,4.06
2451031.4618,4.16
2451032.3583,4.2
2451032.5958,4.1
2451033.3278,3.6
2451033.4194,3.82
2451033.4895,3.82
2451033.6604,3.5
2451034.3403,3.5
2451034.3806,3.7
2451034.4881,3.84
2451035.3958,3.62
2451035.4,3.83
2451035.4236,3.82
2451035.55,3.9
2451036.3763,4.02
2451036.4006,3.99
2451036.4166,3.94
2451036.566,4.2
2451036.57,3.9
2451037.3035,4.2
2451037.3549,4.0
2451037.4375,4.16
2451038.4118,4.14
2451038.4375,4.26
2451038.58,4.5
2451038.6417,4.6
2451039.55,4.2
2451039.5632,4.5
2451040.4445,3.8
2451040.709,4.1
2451041.39,4.0
2451041.4097,3.72
2451041.434,3.62
2451041.4548,3.54
2451041.55,3.7
2451042.4116,4.1
2451042.575,4.1
2451043.4083,3.88
2451043.4201,3.64
2451043.4291,4.2
2451043.5847,4.0
2451044.3541,4.16
2451044.3632,4.3
2451044.3993,4.2
2451044.4118,3.94
2451044.4166,3.82
2451044.6438,4.7
2451045.391,4.5
2451045.4166,3.94
2451045.4569,4.24
2451045.54,4.2
2451045.5722,4.2
2451046.382,4.6
2451046.5625,4.5
2451046.6,4.1
2451047.3736,3.92
2451047.4062,3.82
2451047.4125,3.9
2451047.55,3.7
2451047.584,3.5
2451048.3965,3.5
2451048.4138,3.62
2451048.4569,3.82
2451048.4842,3.8
2451048.54,3.4
2451048.5938,3.5
2451048.8201,3.9
2451049.3847,3.9
2451049.4236,3.59
2451049.4541,3.72
2451049.543,3.93
2451049.5792,3.5
2451049.6,3.4
2451050.3472,3.96
2451050.3826,3.88
2451050.4062,3.64
2451050.6,4.0
2451051.3875,3.9
2451051.5104,4.26
2451051.56,3.8
2451051.5868,4.6
2451052.3375,4.4
2451052.3778,4.0
2451052.55,4.1
2451052.5528,4.6
2451053.4756,4.36
2451053.5,4.5
2451053.54,4.4
2451053.6174,4.5
2451054.4256,3.63
2451054.5681,3.6
2451055.368,3.56
2451055.5757,3.4
2451056.3632,3.5
2451056.3923,3.64
2451056.53,3.7
2451056.6951,4.1
2451057.52,3.9
2451058.3819,4.02
2451058.53,4.2
2451058.6056,4.2
2451060.5896,4.4
2451061.5521,4.6
2451062.3715,3.6
2451062.5,3.5
2451062.52,3.8
2451062.5528,3.5
2451063.54,3.9
2451063.541,4.0
2451064.6111,4.0
2451065.3333,3.7
2451065.3888,3.82
2451065.4076,3.9
2451065.4236,3.94
2451065.57,4.0
2451065.5819,4.2
2451066.3514,4.0
2451066.3611,3.94
2451066.5556,4.3
2451066.6,3.7
2451067.52,4.4
2451067.6868,4.6
2451068.4437,4.2
2451068.52,4.1
2451069.359,3.72
2451069.3645,3.59
2451069.5146,3.5
2451069.5146,3.7
2451069.5208,3.5
2451069.5236,3.5
2451069.5347,3.8
2451069.65,3.4
2451070.3875,3.72
2451070.3924,3.5
2451070.4152,3.45
2451070.534,3.5
2451070.59,3.7
2451071.3763,3.45
2451071.3903,3.8
2451071.5681,3.9
2451072.2167,3.7
2451072.3896,3.9
2451072.3965,3.72
2451072.5333,4.1
2451073.2167,4.3
2451073.4201,4.36
2451073.434,3.94
2451073.5,4.5
2451073.6333,4.2
2451074.2188,4.2
2451074.3229,4.06
2451074.384,4.1
2451074.5,4.5
2451074.5,4.5
2451075.2188,4.4
2451075.3111,4.0
2451075.3805,4.36
2451075.3847,4.4
2451075.52,4.4
2451076.2743,3.9
2451076.4152,3.92
2451076.51,3.6
2451076.6785,3.5
2451077.2132,3.5
2451077.3645,3.59
2451077.51,3.7
2451078.3,3.9
2451078.3736,3.7
2451078.4125,3.92
2451079.3076,4.0
2451079.5944,4.0
2451080.49,4.1
2451080.5424,4.3
2451081.58,4.2
2451081.6229,4.4
2451082.5458,4.6
2451083.49,3.9
2451083.5,3.9
2451083.5507,3.9
2451083.7104,4.4
2451084.6382,3.5
2451085.61,3.9
2451086.49,4.0
2451087.3125,3.94
2451088.5431,4.6
2451088.57,4.5
2451089.51,4.4
2451089.6042,4.3
2451090.5174,4.0
2451091.48,3.8
2451091.566,3.8
2451092.49,3.9
2451093.2916,4.06
2451093.49,3.9
2451094.3541,3.92
2451095.3069,4.36
2451095.3486,4.12
2451096.3236,4.25
2451096.4166,4.04
2451096.6229,4.1
2451097.3,4.0
2451097.302,4.04
2451097.3444,3.98
2451097.5556,3.9
2451098.3534,3.34
2451099.2847,3.6
2451099.3152,4.02
2451099.3215,3.7
2451101.2847,4.52
2451101.2986,4.1
2451101.3854,3.9
2451101.5306,4.1
2451102.2569,4.16
2451102.302,4.04
2451102.3354,4.4
2451102.5,4.2
2451102.5306,4.2
2451103.47,4.5
2451103.6479,4.4
2451104.3006,3.99
2451104.3784,4.04
2451104.5819,4.6
2451105.3333,3.7
2451106.302,3.66
2451106.47,4.0
2451107.2938,3.5
2451107.3035,3.6
2451107.3431,3.7
2451107.48,3.9
2451107.5528,3.5
2451108.48,3.9
2451108.5174,4.3
2451109.4,3.9
2451109.46,4.1
2451109.5,4.0
2451109.5111,4.6
2451110.3034,4.23
2451110.3076,4.1
2451110.3375,4.36
2451110.3958,4.04
2451110.46,4.4
2451110.5125,4.6
2451111.5,4.4
2451111.5111,4.5
2451112.291,3.6
2451112.3208,3.92
2451112.3854,3.59
2451112.4097,3.63
2451112.5243,3.4
2451112.53,3.6
2451113.2285,3.9
2451113.2458,3.72
2451113.2618,3.6
2451113.2881,3.66
2451113.2979,3.6
2451113.47,3.7
2451113.5555,3.6
2451114.5,3.9
2451114.516,3.8
2451116.3063,4.1
2451116.56,4.0
2451117.2799,4.4
2451117.3563,4.1
2451117.3653,4.4
2451117.5313,4.7
2451118.2153,4.1
2451118.3132,4.1
2451119.2222,3.6
2451119.266,3.9
2451119.47,3.8
2451120.49,3.8
2451121.2,4.0
2451121.46,4.0
2451122.2576,3.72
2451122.3229,3.64
2451122.52,4.0
2451123.2556,4.2
2451123.46,4.1
2451124.2326,4.1
2451125.2833,4.2
2451126.2291,3.92
2451126.2486,3.92
2451127.25,3.62
2451127.4965,3.4
2451128.2388,3.82
2451128.325,3.88
2451128.3333,3.82
2451129.2396,3.9
2451129.2513,3.92
2451129.46,3.8
2451129.5313,4.1
2451130.45,4.0
2451130.6,4.2
2451131.2021,4.3
2451131.2604,4.16
2451131.44,4.2
2451132.5,4.3
2451133.2215,3.8
2451133.2812,4.18
2451133.46,3.7
2451134.2534,3.62
2451134.309,3.64
2451134.5243,3.5
2451135.1958,3.72
2451135.2395,3.82
2451136.2527,3.88
2451136.45,3.9
2451136.6,3.3
2451139.2333,4.4
2451139.46,4.5
2451139.5,4.3
2451140.2347,4.1
2451140.44,4.2
2451141.45,3.6
2451142.44,3.7
2451142.5201,3.6
2451144.2777,4.02
2451144.525,4.2
2451145.4,3.9
2451145.43,4.4
2451146.2305,4.04
2451146.2541,4.22
2451146.47,4.5
2451147.2243,4.02
2451147.2395,4.16
2451147.6,4.5
2451149.45,3.6
2451149.5069,3.6
2451150.2,2.0
2451150.2236,3.62
2451150.44,4.0
2451152.2534,4.02
2451152.46,4.2
2451153.2,5.0
2451153.2208,4.25
2451154.1972,4.2
2451154.2,2.5
2451154.2291,4.22
2451154.3125,4.16
2451155.2284,3.6
2451155.2729,4.0
2451156.1986,3.7
2451157.43,3.9
2451159.44,4.2
2451160.4,4.4
2451160.44,4.4
2451161.44,4.5
2451161.5167,4.6
2451162.5611,3.5
2451163.42,3.6
2451163.5271,3.5
2451165.2535,4.0
2451166.49,4.0
2451167.2236,4.34
2451168.2201,4.26
2451168.2708,3.94
2451170.2028,3.4
2451170.44,3.6
2451171.2007,3.7
2451173.4,3.9
2451175.25,4.04
2451176.218,3.92
2451178.5,4.0
2451183.252,4.66
2451185.2028,3.5
2451189.2215,4.23
2451190.227,4.42
2451191.2423,4.22
2451214.9882,3.5
2451217.9785,4.2
2451219.779,4.0
2451221.9597,4.2
2451224.9674,4.0
2451225.9556,4.3
2451227.706,3.6
2451230.984,4.0
2451231.9729,4.2
2451248.692,3.8
2451248.9382,3.9
2451253.925,4.4
2451255.9306,3.6
2451260.63,4.2
2451260.8944,4.5
2451265.8618,4.0
2451270.9208,3.9
2451272.9243,4.2
2451273.575,4.2
2451282.816,4.6
2451286.9201,4.1
2451287.7951,4.3
2451289.8944,4.2
2451292.8826,3.6
2451295.566,4.3
2451297.519,4.5
2451298.586,4.1
2451299.497,3.9
2451302.542,4.0
2451302.7757,4.2
2451303.522,4.4
2451304.499,4.6
2451305.522,4.2
2451307.566,3.9
2451308.566,3.9
2451311.859,4.2
2451314.9153,3.6
2451315.467,4.1
2451315.5243,3.7
2451315.9007,3.9
2451316.495,4.0
2451318.442,4.4
2451318.8986,4.5
2451319.7285,4.2
2451320.4861,3.6
2451320.6958,4.1
2451321.479,3.7
2451321.8785,3.7
2451323.7326,4.1
2451324.495,4.2
2451324.725,4.5
2451333.4451,4.4
2451334.434,3.7
2451334.7292,4.1
2451335.4264,3.5
2451345.47,4.0
2451347.4104,3.6
2451347.7264,4.2
2451349.2,4.0
2451349.4,3.7
2451349.4285,3.8
2451349.4792,3.6
2451351.484,3.9
2451351.7917,3.9
2451353.3868,4.4
2451353.4236,4.0
2451354.4236,4.0
2451358.3938,3.8
2451360.375,4.2
2451360.6424,4.2
2451361.4153,3.6
2451362.3694,4.4
2451364.3951,3.6
2451364.6313,3.5
2451365.6354,4.0
2451366.6813,4.1
2451367.5882,4.2
2451367.7007,4.2
2451368.3701,4.2
2451368.4194,4.0
2451368.6701,4.2
2451369.3,3.7
2451369.4076,4.3
2451369.474,4.2
2451369.6583,4.3
2451369.7375,4.4
2451370.4673,3.82
2451370.476,3.9
2451370.5,3.7
2451370.5965,3.8
2451370.6667,4.1
2451371.3972,4.12
2451371.4,3.8
2451371.5847,3.7
2451371.7236,3.6
2451373.4326,4.2
2451373.6167,3.9
2451373.7396,4.1
2451374.4056,4.1
2451374.7924,4.1
2451375.3854,4.1
2451375.5819,4.2
2451376.7333,4.3
2451377.3472,4.1
2451377.3847,3.9
2451377.9611,3.5
2451378.3576,3.9
2451378.6389,3.7
2451378.7306,3.6
2451379.4069,3.9
2451379.7715,3.9
2451380.3583,3.8
2451380.3653,4.0
2451380.384,4.0
2451380.5861,3.9
2451380.7056,4.2
2451381.2917,4.2
2451381.6083,4.1
2451381.6771,4.2
2451382.51,4.2
2451383.3472,4.3
2451383.4333,4.22
2451383.5785,4.5
2451383.7,3.5
2451384.2951,3.8
2451384.4222,4.1
2451385.316,3.6
2451385.3681,3.9
2451385.497,3.6
2451385.6229,3.6
2451385.6528,3.7
2451386.3403,3.6
2451386.3694,3.6
2451386.4007,3.9
2451386.451,3.7
2451386.6632,3.8
2451387.309,3.6
2451387.523,3.8
2451387.6611,3.9
2451388.3021,3.7
2451388.7382,4.2
2451389.2986,3.9
2451390.2569,4.5
2451390.3965,4.0
2451390.5944,4.5
2451390.5965,4.5
2451391.3056,4.3
2451391.3306,4.2
2451391.525,4.0
2451391.6333,4.2
2451392.3674,3.8
2451392.3882,3.6
2451392.5674,3.5
2451392.6424,3.5
2451393.4083,4.1
2451393.5625,3.8
2451393.596,3.7
2451393.6896,3.9
2451394.547,3.8
2451394.5611,4.0
2451394.634,4.0
2451395.556,4.0
2451395.5785,4.1
2451395.7,3.5
2451395.7076,4.3
2451396.3646,4.1
2451396.4,4.3
2451396.6507,4.5
2451397.3194,4.5
2451398.2986,4.5
2451398.3507,3.9
2451398.45833,4.1
2451398.476,4.3
2451398.533,4.2
2451398.7215,4.1
2451399.309,3.8
2451399.5632,3.6
2451399.7444,3.5
2451400.2917,3.9
2451400.53,3.6
2451400.6292,4.0
2451400.6326,3.3
2451400.7847,3.6
2451401.309,4.0
2451401.547,3.85
2451401.5701,4.2
2451402.3194,3.9
2451402.3403,4.2
2451402.425,3.92
2451402.6431,4.2
2451403.3403,4.2
2451403.3722,4.0
2451403.575,4.2
2451403.577,4.2
2451403.5813,4.3
2451404.3299,4.0
2451404.3521,3.7
2451404.3715,4.4
2451404.375,4.3
2451404.6063,4.3
2451405.3542,4.5
2451405.4076,4.23
2451405.456,4.5
2451405.5861,4.2
2451406.3021,4.0
2451406.3486,4.1
2451406.3902,3.83
2451406.5722,3.8
2451406.588,3.7
2451407.3264,3.8
2451407.3972,3.72
2451407.4528,3.6
2451407.6729,3.5
2451408.3611,3.9
2451408.4563,3.6
2451408.612,3.8
2451408.6646,4.0
2451409.3264,3.7
2451409.4111,3.9
2451409.43056,3.7
2451409.4465,3.6
2451409.5583,3.8
2451409.604,4.0
2451409.6354,4.1
2451410.3264,3.9
2451410.3792,4.3
2451410.4152,4.02
2451410.5667,4.2
2451410.5743,4.0
2451411.3083,3.8
2451411.3472,4.0
2451411.4909,4.22
2451412.325,4.4
2451412.3542,4.3
2451412.3979,4.1
2451412.4556,3.9
2451412.6319,4.2
2451413.3021,3.7
2451413.4306,3.8
2451413.445,3.9
2451413.6111,4.0
2451414.3347,3.8
2451414.551,3.55
2451414.5972,3.8
2451415.3201,3.9
2451415.4493,3.6
2451415.526,3.7
2451415.6194,4.0
2451416.4563,3.8
2451416.511,3.9
2451416.6854,4.1
2451417.3888,4.15
2451417.675,4.2
2451418.5611,4.2
2451419.3111,4.4
2451419.434,3.9
2451419.449,4.2
2451419.6,4.3
2451419.6528,4.6
2451420.3597,4.2
2451420.504,3.9
2451420.5847,4.0
2451421.4007,3.5
2451421.501,3.55
2451421.5458,3.6
2451421.6,3.5
2451422.3708,3.72
2451422.4264,3.7
2451422.501,3.7
2451422.5688,3.9
2451422.6535,3.9
2451423.2965,4.0
2451423.3396,3.8
2451423.3479,3.72
2451423.425,3.6
2451423.4757,3.7
2451423.507,3.8
2451423.5458,3.9
2451424.3264,4.5
2451424.352,4.12
2451424.4618,3.9
2451424.508,4.1
2451425.3611,4.02
2451425.4722,3.9
2451425.513,4.3
2451425.5347,4.2
2451426.307,4.5
2451426.4472,3.8
2451426.5778,4.5
2451427.3472,4.1
2451427.3513,4.12
2451427.3854,4.0
2451427.539,3.8
2451427.6007,4.1
2451428.2215,3.6
2451428.3652,3.72
2451428.3889,3.5
2451428.519,3.6
2451428.5451,3.5
2451429.2257,3.7
2451429.3534,3.82
2451429.3972,3.5
2451429.4174,3.6
2451429.484,3.7
2451430.2229,3.9
2451430.3597,3.6
2451430.499,3.9
2451430.5681,3.9
2451431.2563,4.1
2451431.3069,4.2
2451431.3785,3.9
2451431.4006,3.83
2451431.4639,3.7
2451431.7,4.3
2451432.2222,4.4
2451432.3174,3.7
2451432.3437,3.92
2451432.3708,4.1
2451432.4056,4.0
2451432.4215,3.8
2451432.4306,3.9
2451432.6292,4.2
2451433.2285,4.5
2451433.3458,4.2
2451433.366,4.1
2451433.3708,4.3
2451433.4604,4.0
2451433.5465,4.4
2451433.5576,4.4
2451434.2292,4.1
2451434.2757,4.0
2451434.3611,4.0
2451434.3611,3.9
2451434.4215,3.8
2451434.489,4.2
2451434.5278,4.3
2451434.541,4.1
2451434.5465,4.2
2451435.3028,3.6
2451435.3194,3.6
2451435.3951,3.6
2451435.4833,3.72
2451435.488,3.6
2451435.5083,3.7
2451436.517,3.6
2451437.2966,3.7
2451437.3236,3.8
2451438.3416,3.94
2451438.4521,3.8
2451438.6146,3.7
2451439.4277,4.02
2451440.2854,4.1
2451440.5,4.3
2451440.5104,4.6
2451440.579,4.3
2451441.4028,3.7
2451441.4035,3.8
2451441.491,4.2
2451441.5417,4.2
2451442.3187,3.72
2451442.48,3.6
2451444.2993,3.7
2451444.3222,3.6
2451445.479,4.0
2451445.5104,4.0
2451445.5278,3.9
2451446.3056,4.1
2451446.3194,4.3
2451446.481,4.1
2451446.5188,4.4
2451447.5396,4.5
2451448.3667,4.3
2451448.466,4.3
2451448.5021,4.5
2451448.6,4.2
2451449.2924,3.6
2451449.4056,3.6
2451449.458,3.8
2451450.456,3.55
2451450.5465,3.6
2451451.3215,3.6
2451451.453,3.7
2451453.3396,4.0
2451453.3451,3.8
2451453.4167,3.8
2451453.465,4.2
2451453.4861,4.1
2451454.2638,4.22
2451454.2674,4.2
2451454.3465,4.3
2451454.4889,4.2
2451454.5354,4.3
2451454.56,4.3
2451455.4917,4.4
2451456.2465,4.1
2451456.2813,4.0
2451456.3986,4.1
2451456.5729,3.5
2451457.2653,3.5
2451457.5208,3.5
2451457.6063,3.6
2451458.447,3.7
2451458.5,4.9
2451458.5194,3.9
2451458.6368,3.7
2451459.2701,3.6
2451459.441,3.85
2451459.5118,3.8
2451459.6111,3.8
2451460.2778,4.0
2451460.453,4.1
2451460.5007,4.1
2451461.3632,4.1
2451461.5764,3.9
2451461.6,3.5
2451462.4479,4.0
2451462.6111,3.7
2451463.2875,4.0
2451463.3021,4.0
2451463.444,4.0
2451463.5618,4.2
2451463.5868,3.5
2451464.2819,3.6
2451464.453,3.55
2451464.5222,3.7
2451464.6042,3.6
2451466.2507,3.6
2451466.3194,4.0
2451466.5299,3.9
2451467.2563,3.7
2451467.2861,3.7
2451467.3611,4.1
2451467.449,4.1
2451467.5,3.9
2451467.5229,4.1
2451467.6,3.9
2451468.2813,3.6
2451468.5278,4.3
2451468.5375,4.5
2451469.2625,4.1
2451469.316,4.3
2451469.3576,4.2
2451469.5118,4.3
2451470.2389,4.3
2451470.4958,4.3
2451471.2438,3.6
2451471.447,3.55
2451471.5035,3.6
2451473.4868,4.0
2451475.2257,4.3
2451476.5222,4.3
2451477.442,4.2
2451477.5146,4.1
2451478.5118,3.6
2451478.5222,3.5
2451479.2833,3.7
2451479.3014,3.7
2451479.422,3.6
2451479.5,3.5
2451479.5792,3.9
2451480.4799,3.6
2451481.2153,4.7
2451481.2736,3.6
2451481.3347,4.1
2451481.3424,4.3
2451481.5271,4.0
2451482.2681,4.1
2451482.4903,4.1
2451483.2396,4.1
2451483.2618,4.22
2451484.2638,4.22
2451484.4646,4.3
2451484.467,4.3
2451485.243,3.92
2451486.2931,4.0
2451486.3243,3.6
2451486.4583,3.4
2451487.2486,3.9
2451487.4618,3.9
2451488.2736,3.6
2451488.491,3.85
2451489.44,4.1
2451490.2625,3.8
2451490.2681,4.1
2451490.5,3.5
2451490.5069,4.5
2451491.2806,4.2
2451491.4625,4.5
2451492.4972,3.8
2451494.2472,3.7
2451494.3264,4.0
2451494.4639,3.8
2451494.527,3.6
2451495.2931,3.7
2451496.2583,4.0
2451497.1527,3.92
2451497.3229,4.2
2451500.1562,3.72
2451500.4764,3.8
2451500.6,3.5
2451502.1701,4.12
2451502.2118,4.1
2451502.2285,3.7
2451505.4597,4.6
2451506.2368,3.72
2451506.4875,4.4
2451507.2458,3.9
2451507.2917,3.6
2451509.2535,3.9
2451510.184,4.2
2451510.5,3.5
2451513.4556,4.2
2451514.227,3.72
2451515.4174,3.9
2451517.2368,3.72
2451518.1938,4.3
2451518.2,4.2
2451518.2028,4.2
2451518.4444,4.2
2451519.1979,4.5
2451519.2458,4.4
2451520.1924,4.4
2451520.2444,4.02
2451520.4681,4.4
2451521.1847,3.6
2451521.1875,4.2
2451521.2368,3.82
2451521.441,3.7
2451522.4347,3.7
2451523.2153,3.9
2451524.4319,4.0
2451524.4764,4.0
2451525.4257,4.5
2451530.1896,3.7
2451530.2652,3.92
2451532.2243,4.12
2451532.4188,4.3
2451534.1931,4.2
2451535.1785,4.0
2451536.4313,3.7
2451537.4257,3.9
2451544.5028,4.0
2451545.5042,4.2
2451548.229,5.0
2451548.4972,4.6
2451551.4979,4.0
2451636.6403,3.6
2451660.9236,3.7
2451662.9111,4.2
2451665.9132,3.6
2451669.7577,4.3
2451670.8813,4.5
2451671.7924,3.8
2451671.859,3.9
2451673.8868,4.0
2451674.7188,4.2
2451676.7972,4.2
2451679.8583,3.5
2451680.7424,3.6
2451687.684,4.2
2451689.7139,4.2
2451690.7194,4.3
2451692.6938,4.0
2451693.2,3.5
2451693.6833,3.6
2451694.6917,3.5
2451695.7375,4.0
2451696.3819,4.1
2451696.385,4.5
2451696.684,4.1
2451696.7,4.3
2451697.6826,4.2
2451698.709,4.3
2451698.7292,4.2
2451698.7361,4.1
2451699.5181,4.1
2451699.6965,4.3
2451699.6986,4.3
2451699.7792,4.1
2451702.6743,4.1
2451703.6882,4.0
2451704.4208,4.1
2451704.4243,4.0
2451705.6882,4.5
2451705.7639,4.2
2451706.8583,4.5
2451707.8542,4.0
2451708.475,3.7
2451710.449,3.6
2451711.4076,3.6
2451712.7,4.1
2451712.7417,4.2
2451713.4153,4.3
2451714.455,3.6
2451715.7,3.5
2451715.7514,3.5
2451716.4986,3.6
2451716.6,4.4
2451716.6861,3.9
2451717.4104,3.9
2451717.4201,3.9
2451717.4792,3.7
2451717.7785,3.9
2451718.4035,4.1
2451718.415,4.0
2451718.4632,4.0
2451718.7729,4.1
2451719.4049,4.3
2451719.6444,4.5
2451720.7563,4.6
2451721.3826,4.1
2451721.7333,4.2
2451722.4104,3.5
2451722.6014,3.6
2451722.7535,3.5
2451723.3792,3.9
2451723.6306,4.0
2451724.5688,3.6
2451724.7236,4.0
2451725.7042,4.1
2451726.6,4.0
2451727.4403,4.0
2451727.6,4.5
2451727.7875,4.6
2451728.3896,4.1
2451728.4097,4.1
2451728.4403,4.0
2451728.481,4.2
2451728.7278,4.6
2451729.4819,3.5
2451729.6076,3.6
2451729.7431,3.6
2451730.4014,3.4
2451730.6326,3.7
2451731.4028,3.8
2451731.6194,3.8
2451731.7,3.5
2451731.7556,4.0
2451732.3736,4.0
2451732.4028,3.5
2451732.425,4.0
2451732.6528,4.0
2451732.8313,4.1
2451733.3854,4.0
2451733.4063,4.0
2451733.5903,4.2
2451733.6,4.1
2451733.6035,4.2
2451733.816,3.7
2451734.4271,4.3
2451734.5806,4.6
2451734.6,4.5
2451735.4271,4.3
2451736.3438,3.9
2451736.757,3.9
2451737.3021,3.6
2451737.6,3.9
2451737.6354,3.8
2451737.8604,4.0
2451738.3083,3.5
2451738.6174,4.0
2451738.7132,3.7
2451738.8583,4.1
2451739.3083,3.4
2451739.6174,3.6
2451740.3083,3.9
2451740.6313,4.1
2451741.3083,4.1
2451742.3146,4.3
2451742.3757,4.1
2451742.691,4.2
2451743.3562,4.0
2451743.4181,3.9
2451743.7188,3.5
2451744.3146,3.5
2451744.431,3.9
2451744.6868,3.5
2451745.3146,3.5
2451745.3715,3.7
2451745.422,3.7
2451746.3562,3.7
2451746.3722,3.8
2451746.419,3.7
2451746.5701,4.0
2451746.8188,3.6
2451747.334,3.9
2451747.3667,4.0
2451747.45,3.9
2451747.7056,4.1
2451748.3361,4.2
2451748.3708,4.1
2451748.4194,4.9
2451748.5688,4.5
2451748.6,4.3
2451748.7979,4.5
2451749.3403,4.3
2451749.5715,4.4
2451749.9965,4.2
2451750.3403,4.1
2451750.4056,3.8
2451750.7042,4.0
2451751.3403,3.3
2451751.6965,3.5
2451752.3333,3.5
2451752.3757,3.6
2451752.41,3.7
2451752.6938,3.6
2451753.3271,3.6
2451753.3694,4.0
2451753.3799,3.8
2451753.6688,3.9
2451754.3285,3.8
2451754.3806,3.9
2451754.5757,4.1
2451754.8271,4.1
2451755.3285,4.1
2451755.3708,4.1
2451755.4042,3.8
2451755.438,4.0
2451755.4549,4.4
2451755.691,3.8
2451755.7028,4.0
2451756.388,4.2
2451756.3938,5.9
2451756.4361,4.1
2451756.45,4.5
2451756.684,3.7
2451756.7674,4.6
2451757.3236,4.2
2451757.3722,4.1
2451757.4444,4.8
2451757.6021,4.2
2451757.6271,3.7
2451758.3153,3.5
2451758.3938,3.7
2451758.3993,3.6
2451759.3153,3.5
2451759.684,3.5
2451761.3118,3.6
2451761.462,3.9
2451761.7035,4.2
2451762.4299,4.1
2451762.5625,4.3
2451762.6285,4.2
2451762.7076,4.1
2451763.2965,4.1
2451763.3167,4.1
2451763.3542,3.9
2451763.375,5.1
2451763.389,4.1
2451763.6458,4.5
2451764.3056,4.2
2451764.3736,4.1
2451764.3965,5.0
2451764.5681,4.2
2451764.5799,3.5
2451764.6417,4.1
2451765.2708,3.7
2451765.3181,3.5
2451765.3576,3.8
2451765.428,3.8
2451765.5806,3.5
2451765.5861,3.6
2451766.3444,4.0
2451766.3875,3.8
2451766.403,3.6
2451766.4139,3.6
2451767.3194,3.9
2451767.359,3.8
2451767.3715,4.0
2451767.5729,3.9
2451768.2708,3.9
2451768.3576,3.9
2451768.3668,4.0
2451768.432,4.0
2451768.7076,3.8
2451768.8528,4.1
2451769.4167,4.0
2451769.533,4.1
2451770.2674,4.3
2451770.384,4.1
2451770.4625,4.9
2451770.6271,4.2
2451771.25,4.1
2451771.3236,4.3
2451771.35,4.1
2451771.408,4.0
2451771.4917,3.9
2451771.5681,4.3
2451771.7736,4.2
2451772.3333,3.8
2451772.4257,3.8
2451772.5604,3.5
2451773.2549,3.6
2451773.3542,3.5
2451773.3556,3.8
2451773.415,3.7
2451773.5681,3.6
2451773.6049,3.6
2451774.2604,3.9
2451774.35,3.6
2451774.3521,3.9
2451774.387,3.8
2451774.3917,3.9
2451774.5493,3.9
2451774.575,4.1
2451775.2986,3.8
2451775.4139,3.9
2451775.483,4.0
2451775.6333,3.7
2451776.2882,4.1
2451776.3153,3.7
2451776.3694,4.0
2451776.438,3.9
2451776.4403,4.4
2451776.5674,4.2
2451776.7417,3.8
2451777.2396,4.0
2451777.3264,4.2
2451777.3569,4.1
2451777.3861,5.1
2451777.39,4.1
2451777.4292,4.1
2451777.5431,4.5
2451777.6431,3.5
2451778.2813,4.1
2451778.3521,4.3
2451778.416,4.2
2451778.5431,4.5
2451778.5563,3.7
2451778.6819,4.4
2451779.2778,3.9
2451779.3708,3.9
2451779.39,3.9
2451779.4042,3.9
2451779.5444,3.8
2451779.6174,3.6
2451780.2708,3.8
2451780.3674,3.5
2451780.3875,4.1
2451780.3979,3.9
2451780.5785,3.5
2451781.3681,3.7
2451781.408,3.7
2451781.45,3.7
2451781.5347,3.8
2451781.5639,4.1
2451781.6979,3.9
2451782.2917,4.0
2451782.3389,3.5
2451782.353,3.9
2451782.3604,4.0
2451782.3611,3.9
2451782.441,3.9
2451782.5396,3.9
2451782.5466,3.5
2451782.5924,3.6
2451783.2903,4.0
2451783.2972,3.7
2451783.3472,4.0
